DataFile;1-2-75-6-11-13-9.txt
Class;1
DataSet;2
n;75
r;6
N_l;11
N_u;13
Rep;9
1;16.48;42.35
2;62.29;18.65
3;95.46;71.87
4;28.35;55.98
5;85.34;37.22
6;42.81;5.99
7;68.64;1.31
8;7.55;51.58
9;14.41;18.83
10;97.08;83.5
11;50.98;36.1
12;52.7;21.29
13;0.5;19.42
14;88.88;23.75
15;44.68;83.53
16;67.53;46.85
17;64.12;26.78
18;65.23;90.53
19;34.38;53.05
20;97.03;59.47
21;55.4;84.08
22;43.28;12.75
23;94.76;64.98
24;35.46;69.05
25;8.91;68.97
26;1.84;88.98
27;45.95;2.35
28;27.61;78.73
29;41.45;36.55
30;53;18.41
31;98.49;47.34
32;74.07;38.32
33;42.18;51.74
34;89.86;60.15
35;37.93;81.75
36;69.92;45.24
37;87.75;40.93
38;46.3;1.75
39;2.86;87.92
40;31.09;23.14
41;96.88;39.45
42;41.57;23.01
43;87.22;24.64
44;67.1;81.76
45;52.79;98.81
46;0.43;89.15
47;76.31;91.22
48;27.27;53.34
49;35.55;56.49
50;29.68;63.73
51;96.5;77.18
52;11.58;31.87
53;0.36;43.15
54;70.76;44.24
55;77.9;5.59
56;42.59;76.88
57;40.93;87.51
58;94.85;19.99
59;1.52;19.45
60;14.06;29.53
61;77.01;69.03
62;65.05;7.47
63;90.26;13.29
64;21.08;15.52
65;5.45;71.48
66;82.47;41.53
67;96.45;32.32
68;47.75;97.31
69;97.03;91.29
70;94.28;67.14
71;69.23;10.47
72;66.64;50.7
73;10.28;0.82
74;98.73;47.84
75;63;91.36
