DataFile;9-2-105-10-9-11-6.txt
Class;9
DataSet;2
n;105
r;10
N_l;9
N_u;11
Rep;6
1;73.2;59.52
2;46.83;44.46
3;7.62;58.03
4;3.3;29.37
5;1.18;79.62
6;80.77;62.58
7;35.42;31.58
8;86.26;0.08
9;15.05;38.23
10;65.79;94.32
11;28.67;91.48
12;32.03;61.1
13;72.35;72.94
14;92.66;89.99
15;70.61;44.48
16;47.6;61.38
17;85.1;71.42
18;47.75;97.32
19;48.44;37.55
20;60.17;86.95
21;57.59;98.87
22;50.96;1.72
23;24.01;73.88
24;35.97;22.44
25;26.21;11.68
26;60.52;45.36
27;45.77;26.9
28;90.45;94.99
29;59.35;88.97
30;61.43;49.38
31;30.74;79.22
32;21.05;66.99
33;87.45;94.41
34;95.13;35.12
35;90.13;99.14
36;64.63;53.24
37;29.05;8.01
38;17.26;60.04
39;72.38;4.65
40;30.75;26.64
41;55.9;45.25
42;42.36;70.69
43;12.63;82.2
44;27.04;79.83
45;15.4;74.44
46;16.69;74.52
47;2.87;36.3
48;49.25;43.94
49;40.38;15.52
50;72.35;11.66
51;79.17;77
52;79.94;97.87
53;4;25.65
54;46.13;31.72
55;92.42;62.32
56;20.63;16.18
57;13.34;9.88
58;83.24;9.44
59;28.76;93.01
60;74.48;61.36
61;9.71;30.71
62;36.04;71.57
63;93.27;9.23
64;84.77;33.34
65;83.72;43.14
66;16.44;65.91
67;49.25;63.47
68;77.47;98.58
69;35.55;56.97
70;8.44;13.47
71;59.15;26.48
72;47.35;87.9
73;15.67;86.96
74;16.88;95.65
75;16.9;69.56
76;85.26;45.47
77;49.03;33.89
78;31.64;66.82
79;48.81;24.24
80;58.3;58.46
81;83.13;76.82
82;66.88;77.55
83;69.12;78.77
84;81.43;47.78
85;60.16;11.13
86;21.06;11.48
87;14.54;30.99
88;15.02;52.67
89;11.79;47.73
90;30.84;30.52
91;29.98;65.45
92;38.12;74.37
93;68.15;26.93
94;40.19;50.27
95;89.6;8.83
96;63.72;98.91
97;80.6;40.49
98;31.6;83.04
99;11.73;74.82
100;39.41;76.61
101;46.8;15.48
102;45.1;2.42
103;46.04;7.42
104;20.19;65.56
105;96.84;82.9
