DataFile;5-2-90-8-10-12-3.txt
Class;5
DataSet;2
n;90
r;8
N_l;10
N_u;12
Rep;3
1;5.19;50.51
2;42.97;41.41
3;22.32;90.58
4;2.31;46.81
5;26.18;5.97
6;26.52;33.55
7;33.54;4.88
8;77.82;53.57
9;59.01;22.28
10;60.34;36.84
11;48.46;97.35
12;65.2;48.08
13;76.1;98.24
14;97.7;51.42
15;62.39;71.39
16;60.06;27.13
17;47.02;25.19
18;8;94.05
19;59.18;90.12
20;16.65;8.97
21;85.42;11.12
22;13.47;75.97
23;16.45;14.51
24;80.55;91.24
25;81.66;66.36
26;93.38;92.95
27;96.31;54.39
28;59.57;87.76
29;66.62;30.53
30;72.28;27.57
31;36.98;24.22
32;22.47;90.76
33;51.08;37.57
34;41.61;87.4
35;20.97;78.93
36;90.78;86.3
37;2.5;10.39
38;44.59;94.81
39;27.75;43
40;26.64;24.01
41;57.36;26.59
42;17.92;90.58
43;92.67;21
44;9.32;32.33
45;89.76;65.27
46;77.85;80.83
47;97.22;44.42
48;86.02;2.76
49;88.29;93.09
50;97.22;36.62
51;29.41;28.36
52;41.52;21.74
53;71.48;19.69
54;67.29;8.17
55;94.38;10.6
56;24.78;3.17
57;14.03;42.94
58;92.25;40.66
59;54.45;51.16
60;67.45;58.03
61;81.12;73.55
62;29.24;43.2
63;66.81;48.35
64;18.04;86.91
65;50.77;26.7
66;73.59;93.41
67;30.13;48.08
68;42.93;45.5
69;93.25;71.52
70;32.47;84
71;57.67;90.74
72;37.17;90.68
73;9.28;17.51
74;64.29;79.35
75;5;97.18
76;54.71;20.41
77;63.1;53.92
78;12.96;59.66
79;62.49;74.49
80;23.76;61.17
81;80.76;66.44
82;63.96;7.67
83;84.95;64.19
84;33.41;12.21
85;81.24;35.34
86;48.44;24.45
87;98.66;23.98
88;40.84;27.9
89;16.25;91.34
90;92.26;35.68
