DataFile;11-2-120-8-14-16-10.txt
Class;11
DataSet;2
n;120
r;8
N_l;14
N_u;16
Rep;10
1;89.04;61.07
2;87.46;45.57
3;99.85;97.72
4;68.98;16.53
5;33.4;40.09
6;4.9;85.59
7;50.7;96.83
8;37.1;73.68
9;60.01;79.53
10;88.34;35.92
11;22.33;69.26
12;69.14;62.38
13;35.21;51.77
14;71.31;77.27
15;62.86;94.09
16;65.87;77.68
17;23.13;84.66
18;19;76.34
19;56.34;30.65
20;70.05;29.13
21;34.66;5.34
22;84.67;13.12
23;17.12;37.96
24;30.87;26
25;41.03;40.47
26;4.54;36.2
27;83.59;54.79
28;17;44.06
29;24.12;87.1
30;39.66;40.01
31;13.59;84.65
32;39.75;38.55
33;78.38;4.26
34;12.28;48.55
35;15.94;68.01
36;22.22;7.6
37;26.43;29.56
38;26.51;0.2
39;30.44;57.3
40;75.69;80.89
41;8.5;52.8
42;87.75;47.93
43;93.42;62.84
44;56.5;68.56
45;57.01;29.44
46;61.12;66.1
47;34.63;13.76
48;60.33;54.58
49;8.75;94.77
50;74.36;9.55
51;51.52;4.82
52;93.4;95.14
53;7.09;36.46
54;65.04;22.6
55;48.9;62.15
56;69.78;52.26
57;39.81;83.56
58;1.5;14.39
59;96.81;34.87
60;95.49;29.82
61;13.28;62.15
62;31.96;97.1
63;25.14;50.92
64;35.71;4.47
65;79.03;56.47
66;53.96;39.11
67;1.66;82.09
68;74.89;16.65
69;85.51;4.55
70;80.39;26.21
71;65.38;35.27
72;70.42;69.41
73;60.32;43.09
74;76.76;5.63
75;75.48;3.65
76;14.64;28.71
77;26.27;76.27
78;24.82;16.33
79;83.4;6.75
80;3.12;78.5
81;26.82;51.76
82;93.49;2.14
83;91.63;39.08
84;32.5;5.42
85;53.22;62.86
86;12.7;84.94
87;90.01;64.75
88;46.21;65.34
89;93.97;60.72
90;44.74;18.27
91;34.73;54.21
92;49.79;82.71
93;91.51;97.06
94;13.68;4.62
95;76.64;33.38
96;34.37;31.02
97;1.17;50.46
98;11.97;29.41
99;47.39;46.09
100;29.58;68.01
101;55.31;93.5
102;18.71;5.22
103;30.2;11.5
104;44.65;68.22
105;24.61;54.65
106;49.09;54.99
107;31.05;99.77
108;77.91;99.87
109;26.83;39.22
110;3.99;24.36
111;43.95;76.1
112;19;51.06
113;44.13;74.72
114;35.24;79.38
115;38.08;44.12
116;97.22;73.52
117;58.44;35.08
118;39.52;30.88
119;86.23;38.42
120;47.14;21.59
