DataFile;12-2-120-10-11-13-2.txt
Class;12
DataSet;2
n;120
r;10
N_l;11
N_u;13
Rep;2
1;95.52;75.23
2;85.7;94.38
3;16.86;52.34
4;22.53;86.33
5;2.08;36.54
6;93.9;5.95
7;8.16;84.33
8;25.56;39.68
9;15.43;66.11
10;84.51;75.05
11;77.75;50.77
12;91.04;80.07
13;41.15;24.41
14;76.6;75.38
15;1.36;45.62
16;88.9;9.83
17;8.65;27.92
18;20.01;50.93
19;32.17;60.04
20;45.56;99.79
21;42.47;90.84
22;85.51;50.79
23;57.06;80.06
24;87.03;11.94
25;58.92;84.47
26;40.95;57.44
27;28.84;80.23
28;93.75;24.58
29;91.31;0.56
30;89.82;18.9
31;60.01;95.7
32;15.88;45.44
33;20.02;86.04
34;21.58;32.97
35;45.75;53.83
36;58.58;96.62
37;44.94;51.95
38;73.48;42.74
39;34.96;17.94
40;7.68;68.42
41;58.96;8.23
42;20.65;67.78
43;19.85;47.69
44;2.36;67.06
45;20.82;85.81
46;92.81;0.99
47;73.02;20.35
48;61.77;51.72
49;31.55;67.15
50;99.3;20.3
51;23;94.72
52;28.95;78.64
53;61.64;22.08
54;75.61;17.41
55;29.03;9.31
56;45.81;42.34
57;87.4;45.64
58;57.8;34.43
59;30.31;43.25
60;32.92;98.04
61;17.12;38.72
62;90.47;2.97
63;23.03;58.75
64;43.34;74.66
65;23.51;44.34
66;45.97;75.43
67;37.04;3.26
68;85.33;42.59
69;29.03;98.18
70;97.23;91.01
71;86.34;69.09
72;47.6;28.21
73;10.02;84.03
74;7.05;80.88
75;91.38;82.31
76;0.13;63.29
77;92.91;18.88
78;23.82;75.71
79;42.97;20.66
80;89.28;25.85
81;23.75;6.55
82;8.09;79.81
83;30.37;26.6
84;7.68;33.29
85;59.63;89.94
86;16.49;40.42
87;6.06;12.75
88;84.1;49.44
89;52.26;12.63
90;74.61;61.02
91;76.7;77.86
92;63.97;49.25
93;51.83;17.57
94;33.06;58
95;91.29;76.63
96;64.46;12.61
97;82.75;88.3
98;90.83;83.87
99;14.36;1.96
100;16.94;63.58
101;48.96;83.5
102;54.52;83.19
103;20.56;49.25
104;33.18;61.76
105;46.74;94.86
106;48.15;36.8
107;30.28;94.91
108;80.84;63.15
109;90.8;64.16
110;77.2;80.57
111;38.88;57.42
112;41.69;2.25
113;9.79;75.88
114;59.37;93.96
115;74.6;22.03
116;55.89;66.06
117;11.58;92.68
118;90.65;53.04
119;7.83;28.66
120;30.92;71.58
