DataFile;2-2-75-8-8-10-3.txt
Class;2
DataSet;2
n;75
r;8
N_l;8
N_u;10
Rep;3
1;69.92;88.8
2;18.61;36.73
3;76.68;88.59
4;12.32;25.67
5;93.23;71.69
6;19.81;50.11
7;62.08;49
8;97.34;55.08
9;75.88;26.95
10;50.65;20.4
11;73.94;26.02
12;95.11;42.37
13;19.5;83.82
14;73.15;5.73
15;90.92;15.68
16;29.67;77.6
17;70.14;1.33
18;47.06;38.48
19;54.36;18.41
20;86.44;90.29
21;43.9;68.62
22;43.79;30.83
23;34.96;43.03
24;19.85;7.26
25;1.49;0.55
26;23.64;88.98
27;95.54;10.38
28;47.24;33.35
29;10.06;51.38
30;28.25;35.42
31;8.23;65.84
32;6.65;32.15
33;82.41;59.63
34;38.55;5.73
35;75.09;77.87
36;26.54;62.03
37;7.46;54.91
38;27.74;97.07
39;21.41;10.9
40;17.57;88.17
41;49.29;59.58
42;83.97;38.09
43;51.74;5.93
44;2.15;16.33
45;97.09;72.03
46;88.11;44.61
47;99.21;31.21
48;40.49;61.65
49;98.08;26.97
50;59.2;50.38
51;35.44;19.37
52;20.23;24.14
53;7.17;46.84
54;84.98;54.64
55;90.2;24.13
56;87.37;54.38
57;75.97;57.66
58;61.33;47.5
59;60.17;88.01
60;97.7;94.96
61;32.79;22.58
62;24.94;64.05
63;65.97;36.68
64;27.87;73.78
65;10.13;60.67
66;18.49;4.49
67;69.24;63.48
68;97.13;70.21
69;94.05;86.46
70;13.45;10.06
71;57.03;96.26
72;97.89;17.47
73;92.06;88.25
74;82.89;88.3
75;58.31;10.75
