DataFile;3-2-75-10-6-8-8.txt
Class;3
DataSet;2
n;75
r;10
N_l;6
N_u;8
Rep;8
1;14.5;95.21
2;51.51;90.19
3;71.98;34.3
4;72.43;86.15
5;36.22;30.13
6;15.29;25.29
7;73.06;19.98
8;17.66;44.7
9;49.74;27.25
10;58.9;98.13
11;57.9;1.82
12;57.07;31.03
13;61.22;14.06
14;59.44;52.83
15;73.4;12.01
16;7.95;27.01
17;71.7;39.15
18;90.92;40.94
19;32.22;74.47
20;42.37;74.26
21;1.86;8.12
22;2.81;76.33
23;92.08;41.87
24;70.11;5.05
25;74.03;66.18
26;81.63;15.67
27;40.43;16.12
28;91.96;80.67
29;86.34;47.52
30;28.6;19.19
31;62.19;2.74
32;68.93;48.46
33;7.9;27.16
34;54.33;39.51
35;65.81;72.03
36;20.05;64.19
37;67.22;79.99
38;35.74;24.43
39;70.51;0.56
40;20.94;15.39
41;31.4;5.2
42;15.6;80.42
43;54.74;89.18
44;4.5;94.93
45;56.82;24.94
46;24.88;45.25
47;23.92;77.74
48;15.46;81.03
49;62.98;73.46
50;84.21;94.77
51;37.98;25.94
52;15.83;9.67
53;90.19;85.07
54;9;57.96
55;48.51;49.23
56;41.59;32.95
57;75.63;58.2
58;48.11;33.31
59;81.75;14.98
60;91.47;46.39
61;72.86;38.25
62;21.8;46.61
63;81.68;36.56
64;44.82;24.67
65;47.58;45.17
66;51.37;31.8
67;83.84;41.99
68;98.61;63.72
69;72.25;61.09
70;32.53;76
71;55.11;34.91
72;60.8;54.52
73;90.06;21.51
74;33.88;44.28
75;64.71;21.78
