DataFile;12-2-120-10-11-13-7.txt
Class;12
DataSet;2
n;120
r;10
N_l;11
N_u;13
Rep;7
1;67.99;79.85
2;33.32;93.17
3;20.69;15.68
4;95.38;78.86
5;15.99;33.24
6;22.94;66.67
7;96.79;90.97
8;50.25;36.25
9;95.7;82.07
10;64.26;5.78
11;83.38;97.03
12;75.24;45.24
13;16.92;12.43
14;54.65;51.24
15;90.52;59.48
16;42.96;77.86
17;54.34;87.55
18;13.01;40.02
19;52.16;15.96
20;45.87;27.24
21;36.71;73.25
22;96.93;18.24
23;3.64;42.07
24;53.44;54.38
25;23.17;72.4
26;96.87;95.67
27;73.82;36.98
28;67.65;17.15
29;19.98;92.21
30;24.98;95.71
31;44.19;72.87
32;85.54;17.57
33;68.78;79.44
34;32.29;24.78
35;25.14;17.38
36;75.96;41.64
37;75.98;5.96
38;25.58;25.42
39;54.05;75.39
40;17.72;78
41;64.5;52.16
42;98.62;15.31
43;50.13;97.49
44;11.98;89.47
45;44.34;32.68
46;28.06;1.11
47;41.61;71.16
48;37.77;9.32
49;48.54;14.76
50;89.31;9.74
51;88.76;36.01
52;62.47;5.37
53;77.68;54.18
54;74.85;81.45
55;36.4;35.67
56;34.46;23.74
57;77.75;77.9
58;45.35;81.08
59;27.02;51.04
60;34.71;10.8
61;62.39;32.94
62;43.42;60.22
63;62.98;6.59
64;66.03;64.4
65;95.11;58.43
66;5.27;99.39
67;73.24;95.58
68;67.39;61.11
69;59.3;45.31
70;10.02;74.75
71;96.64;78.52
72;78;22.39
73;22.11;42.89
74;52;98.33
75;93.45;45.42
76;18.02;45.58
77;35.44;98.18
78;20.95;94.67
79;32.97;15.4
80;50.33;13.32
81;75.8;40.04
82;97.72;99.61
83;85.69;19.39
84;93.14;95.48
85;25.11;50.09
86;22.01;28.45
87;5.7;44.13
88;87.59;46.49
89;60.92;36.88
90;98.75;22.16
91;87.45;64.18
92;62.71;5.89
93;39.57;70.46
94;53.91;13.51
95;71.49;18.57
96;84.45;30.64
97;47.13;80.77
98;1.91;57.28
99;99.53;34.01
100;91.15;86.35
101;88.88;45.3
102;19.81;53.05
103;42.54;95.62
104;25.87;2.3
105;90.22;29.82
106;66.29;48.08
107;2.78;37.19
108;14.72;98.43
109;46.35;58.09
110;74.13;94.42
111;33.55;21.86
112;11.28;75.59
113;6.72;31.67
114;21.3;85.15
115;32.35;31.34
116;38.5;52.68
117;48.19;81.88
118;53.56;30.44
119;23.19;54.13
120;16.53;95.67
