DataFile;6-2-90-10-8-10-9.txt
Class;6
DataSet;2
n;90
r;10
N_l;8
N_u;10
Rep;9
1;58.04;41.88
2;84.22;93.55
3;80.88;69.29
4;60.29;17.79
5;28.46;47.87
6;70.65;43.71
7;70.9;30.68
8;17.45;69.09
9;65.69;49.99
10;3.13;19.28
11;5.87;34.32
12;48.75;49.82
13;25.96;13.95
14;5.23;65.18
15;34.16;68.68
16;49.3;35.03
17;43.85;79.49
18;96.58;1.36
19;74.84;49.06
20;6.75;82.1
21;11.82;7.24
22;30.99;13.97
23;31.17;87.2
24;62.51;42.84
25;18.37;85.34
26;55.02;67
27;22.21;97.13
28;88.4;23.72
29;50.08;48.12
30;70.3;3.15
31;52.53;99.47
32;22.18;32.52
33;38.04;42.22
34;82.77;67.45
35;42.86;15.81
36;61.7;48.8
37;61.34;13.99
38;51.27;58.61
39;21.41;89.97
40;31.71;74.99
41;30;29.51
42;87.73;76.89
43;54.79;81.68
44;70.58;58.57
45;58.98;19.48
46;27.49;34.99
47;34.71;9.72
48;22.3;52.05
49;52.11;50.78
50;84.55;65.44
51;37.48;60.78
52;44.64;21.74
53;31.07;34.73
54;53.5;57.58
55;14.36;97.14
56;76.15;9.93
57;48.48;57.16
58;1.02;8.86
59;28.46;73.82
60;13.45;17.8
61;63.51;80.37
62;93.52;7.12
63;47.81;14.86
64;31.64;33.17
65;93.33;81.58
66;44.64;86.38
67;88.25;9.41
68;29.78;2.78
69;33.17;72.72
70;43.67;20.59
71;92.59;42.65
72;84.12;90.1
73;61.66;47.01
74;95.85;9.89
75;16.36;45.64
76;29.73;79.74
77;69.46;54.07
78;46.27;34.06
79;59.05;7.82
80;26.48;34.99
81;40.31;33.19
82;62.6;12.3
83;97.81;67.02
84;59.04;39.71
85;54.04;74.71
86;87.93;69.66
87;92.88;90.78
88;32.61;56.54
89;18.86;36.05
90;87.06;64.37
