DataFile;11-2-120-8-14-16-1.txt
Class;11
DataSet;2
n;120
r;8
N_l;14
N_u;16
Rep;1
1;75.24;13.91
2;9.99;11.12
3;1.42;86.95
4;25.89;1.9
5;9.6;81.67
6;33.92;67.36
7;2.79;90.65
8;99.54;47.14
9;46.77;91.83
10;18.97;89.94
11;34.02;65.07
12;67.56;75.06
13;78.82;3.29
14;74.69;88.24
15;85.88;96.29
16;61.19;78.78
17;93.32;3.51
18;59.51;8.78
19;82.8;54.5
20;27.2;64.85
21;65.73;93.78
22;96.38;24.46
23;90.69;2.52
24;53.45;13.45
25;1.65;28.46
26;25.82;14.26
27;52.75;77.41
28;69.71;23.05
29;68.63;51.4
30;26.42;92.2
31;81.16;53.24
32;78.71;46.3
33;51.62;48.46
34;2.7;49.28
35;82.6;25.61
36;95.35;32.89
37;55.46;40.64
38;46.54;24.4
39;95.84;40.5
40;19.48;31.75
41;31.01;63.36
42;58.91;17.03
43;24.48;38.49
44;28.12;71.04
45;9.58;87.98
46;9.63;97.31
47;42.98;17.21
48;31;73.92
49;95.83;20.5
50;78.63;2.09
51;17.84;91.69
52;86.49;87.52
53;74.1;52.04
54;97.15;99.91
55;28.62;76.58
56;54.58;33.85
57;89.02;10.6
58;3.54;42.47
59;48.64;17.17
60;38.06;19.34
61;65.69;38.82
62;26.09;63.11
63;73.13;87.29
64;57.84;58.78
65;25.62;87.44
66;76.59;97.9
67;7.15;18
68;15.73;84.6
69;80.14;65.06
70;66.94;78.09
71;43.43;77.61
72;73.75;44.68
73;42.51;90.35
74;20.9;55.66
75;59.72;96.59
76;61.39;71.55
77;32.43;85.63
78;81.66;51.3
79;41.39;52.3
80;78.71;55.57
81;25.22;47.48
82;71.74;93.49
83;88.74;39.49
84;54.78;48.43
85;62.24;70.62
86;7.7;14.29
87;29.09;52.95
88;43.85;8.78
89;94.48;54.41
90;44.55;99.83
91;96.88;21.19
92;7.51;62.6
93;82.24;29.66
94;90.56;28.75
95;24.06;18.56
96;71.22;43.58
97;11.09;17.68
98;88.45;62.1
99;6.31;25.3
100;30.88;5.46
101;36.93;69.47
102;25.42;35.27
103;11.33;20.8
104;21.54;94.62
105;60.82;96.15
106;78.49;7.12
107;26.37;74.81
108;57.45;99.11
109;26.09;99.81
110;99.41;60.25
111;57.17;22.12
112;9.33;75.3
113;82.21;99.15
114;71.33;2.6
115;28.28;54.56
116;26.82;79.14
117;3.29;69.5
118;29.28;21.05
119;66.63;37.17
120;86.46;82.2
