DataFile;11-2-120-8-14-16-6.txt
Class;11
DataSet;2
n;120
r;8
N_l;14
N_u;16
Rep;6
1;14.78;41.29
2;21.23;73.07
3;23.05;94.57
4;28.68;74.39
5;78.65;49.74
6;35.99;89.9
7;27.41;30.33
8;6.4;67.22
9;40.94;13.73
10;49.5;26.32
11;83.27;30.6
12;57.31;84.63
13;41.81;5.69
14;47.2;11.82
15;47.53;37.03
16;21.64;97.66
17;33.01;58.86
18;52.82;14.19
19;45.05;94.59
20;16.61;11.37
21;92.56;58.84
22;10.31;27.36
23;23.13;5.28
24;57.53;70.17
25;55.64;52.72
26;21.93;45.22
27;65.3;27.06
28;31.13;41.33
29;73.83;10.2
30;15.49;33.84
31;26.16;72.95
32;85.24;15.19
33;21.22;27.21
34;23.05;18.45
35;62.46;63.61
36;98.94;60.2
37;67.05;90.22
38;87.55;13.98
39;83.3;42.81
40;93.95;54.12
41;18.2;52.57
42;74.59;50.24
43;40.07;84
44;44.62;57.31
45;14.59;64.86
46;35.06;67.14
47;22.05;18.04
48;19.86;30.41
49;37.78;59.86
50;50.3;37.1
51;33.18;67.4
52;25.88;27.54
53;64.53;5.56
54;69.99;47.79
55;4.98;63.86
56;67.61;68.39
57;8.32;47.35
58;84.36;1.39
59;97.19;85.23
60;7.34;24.27
61;91.74;30.17
62;62.76;85.59
63;30.52;19.5
64;96.63;59.53
65;19.42;76.5
66;43.3;19.35
67;25.61;48.84
68;41.93;32.48
69;23.92;39.91
70;59.31;74.34
71;25.04;33.4
72;48.84;16.32
73;3.93;15.71
74;47.72;78.43
75;85.62;8.97
76;87.95;87.18
77;73.7;12.53
78;84.15;48.58
79;11.14;61.25
80;77.63;8.64
81;89.27;10.62
82;93.21;83.98
83;23.82;97.17
84;58.4;25.98
85;49.47;52.6
86;4.43;18.78
87;38.26;10.88
88;4.52;50.49
89;36.77;97.63
90;25.28;91.74
91;89;54.75
92;57.08;25.22
93;97.01;49.08
94;14.48;81.44
95;85.64;55.86
96;77.61;46.68
97;35.21;50.33
98;94.32;45.7
99;66.16;5.57
100;29.34;86.34
101;12.77;20.8
102;47.95;89.94
103;94.35;36.68
104;14.3;36.73
105;32.05;31.63
106;98.65;94.11
107;8.47;65.14
108;65.13;73.38
109;95.66;48.91
110;32.46;39.19
111;11.29;53.71
112;11.61;86.44
113;99.62;88.54
114;36.34;98.76
115;42.97;94.5
116;85.5;89.81
117;89.68;94.27
118;51.08;27.47
119;28.5;33.88
120;16.35;42.59
