DataFile;9-2-105-10-9-11-7.txt
Class;9
DataSet;2
n;105
r;10
N_l;9
N_u;11
Rep;7
1;30.91;7.02
2;10.2;34.65
3;17.44;73.26
4;70.31;79
5;5.3;45.81
6;37.56;61.04
7;33.73;90.82
8;42.82;76.77
9;78.87;77.01
10;22.54;37.8
11;57.06;20.39
12;58.25;22.12
13;78.91;36.46
14;5.53;59.1
15;94.52;18.16
16;69.12;19.95
17;64.34;23.57
18;34.07;32.18
19;82.31;11.41
20;80.63;24.8
21;76.49;78.77
22;60.69;10.09
23;62.33;11.35
24;77.5;47.74
25;42.5;69.25
26;64.7;26.03
27;34.16;72.53
28;39.51;10.6
29;53.44;18.94
30;42.13;34.55
31;71.26;70.73
32;67.26;90.57
33;39.45;29.41
34;37.68;33.72
35;27.07;13.04
36;54.63;24.07
37;21.07;88.68
38;42.05;74.99
39;63.27;66.45
40;63.24;39.59
41;23.91;87.86
42;69.95;24.99
43;36.18;62.93
44;21.83;63.31
45;78.74;48.64
46;18.26;44.53
47;16.83;65.34
48;39.85;4.33
49;65.94;3.83
50;34.64;36.43
51;86.04;33.17
52;52.09;60.63
53;89.52;98.9
54;50.88;17.1
55;86.7;72.69
56;36.01;43.87
57;97.34;58.14
58;45.52;0.16
59;79.73;17.53
60;83.68;55.1
61;85.11;70.27
62;47.77;20.55
63;56.97;16.51
64;18.12;26.57
65;6.27;70.32
66;85.17;6.91
67;89.74;5.64
68;22.79;94.29
69;41.5;1.35
70;7.48;62.49
71;85;25.47
72;57.4;64.14
73;49.35;90.82
74;13.09;81.51
75;88.84;28.26
76;41.71;29.32
77;62.21;4.2
78;45.81;21.09
79;86.35;64.04
80;40.17;74.29
81;30.7;2.96
82;90.23;0.67
83;56.06;7.33
84;37.77;75.41
85;14.23;35.02
86;71.56;83.26
87;31.23;9.37
88;59.9;45.31
89;39.7;32.19
90;60.32;68.89
91;92.38;20.37
92;65.4;69.64
93;31.73;73.35
94;96.32;78.82
95;47.96;96.89
96;22.98;22.76
97;98.12;47.1
98;64.68;98.08
99;1.1;48.32
100;88.2;1.48
101;62;56.09
102;74.04;97.66
103;87.77;2.46
104;82.52;16.31
105;53.9;21.26
