DataFile;8-2-105-8-12-14-1.txt
Class;8
DataSet;2
n;105
r;8
N_l;12
N_u;14
Rep;1
1;22.98;82.79
2;68.54;82.38
3;68.45;97.29
4;36.04;97.09
5;97.97;62.59
6;0.89;89.81
7;56.32;31.28
8;74.49;11.15
9;7.81;98.58
10;28.12;7.26
11;31.27;24.14
12;19.86;38.84
13;42.11;74.03
14;13.86;29.14
15;17.85;15.04
16;61.05;40.49
17;41.66;47.79
18;77.74;8.56
19;32.16;59.33
20;74.25;84.57
21;92.2;9.73
22;40.59;77.57
23;54.79;74.42
24;26.05;13
25;29.87;57.8
26;70.87;64.63
27;23.56;90.89
28;21.56;19.34
29;80;32.73
30;91.44;35.13
31;46.1;83.68
32;32.04;24.88
33;70.74;7.11
34;89.43;72.03
35;13.66;15.96
36;21.45;28.88
37;76.84;44.41
38;1.14;36.19
39;2.88;17.41
40;34.17;72.05
41;68.94;14.36
42;27.77;17.35
43;43.81;79.42
44;18.63;81.3
45;64.45;85.22
46;93.91;33.6
47;50.4;83.7
48;58.69;45.32
49;70.49;2.88
50;76.2;67.49
51;98.63;36.59
52;6.51;69.98
53;53.99;52.53
54;97.74;31.7
55;29.49;30.67
56;61.52;49.8
57;48.75;17.92
58;0.82;77.13
59;94.92;6.8
60;43.43;42.2
61;95.31;53.75
62;40.87;8.82
63;49.39;46.08
64;61.32;80.53
65;41.11;22.77
66;34.57;15.68
67;96.41;53.91
68;67.86;5.87
69;40.88;9.1
70;82.98;39.6
71;81.99;29.12
72;52.99;99.77
73;2.02;61.57
74;31.69;55.49
75;1.56;83.98
76;27.21;36.77
77;30.69;4.52
78;0.5;43.61
79;40.6;54.64
80;92.42;17.72
81;2.36;50.9
82;41.49;34.73
83;41.11;79.43
84;34.41;71.82
85;71.51;20.65
86;95.53;64.78
87;18.99;24.01
88;44;11.44
89;32.77;45.96
90;27.56;44.2
91;10.15;27.76
92;3.11;23.3
93;21.45;61.43
94;2.95;77.31
95;10.37;38.09
96;60.44;89.29
97;26.85;12.4
98;85.23;43.02
99;52.37;90.11
100;39.3;23.23
101;37.91;68.65
102;95.82;56.18
103;89.63;42.96
104;41.61;52.46
105;5.58;64.35
