DataFile;7-2-105-6-16-18-4.txt
Class;7
DataSet;2
n;105
r;6
N_l;16
N_u;18
Rep;4
1;63.1;58.54
2;15.8;54.04
3;34.63;54.37
4;64.6;95.14
5;28.39;56.05
6;77.2;25.24
7;89.34;60.17
8;57.63;75.81
9;40.66;30.03
10;7.51;87.56
11;51.57;49.99
12;4.42;78.19
13;14.64;66.71
14;50.25;95.75
15;27.49;82.12
16;24.97;53.14
17;27.25;39.56
18;58.84;38.11
19;22.99;90.42
20;73.97;59.1
21;8.54;82.73
22;74.46;9.64
23;46.65;99.78
24;10.25;87.24
25;15.45;91.65
26;90.66;54.17
27;23.27;90.64
28;2.3;82.2
29;11.95;83.68
30;92.63;61.92
31;39.22;17.64
32;48.01;91.15
33;45;83.55
34;41.32;22.76
35;42;91.87
36;64.52;28.72
37;37.92;63.76
38;40.51;76.04
39;43.57;58.05
40;14.64;97.92
41;57.63;86.77
42;84.63;10.18
43;7.98;40.87
44;26.47;97.71
45;55.47;19.71
46;81.98;2.57
47;19.2;30
48;6.14;12.94
49;51.89;4.57
50;33.33;27.57
51;18.77;14.75
52;98.01;36.33
53;51.03;62.91
54;94.27;38.18
55;82.36;94.17
56;46.49;62.69
57;25.67;36.55
58;8.83;58.13
59;61.59;28.58
60;81.08;97.81
61;98.05;80.39
62;99.24;68.2
63;94.54;59.08
64;7.44;45.36
65;34.38;57
66;39.32;21.24
67;99.84;93.81
68;24.77;94.55
69;45.79;60.64
70;8.73;47.17
71;55.19;26.87
72;92.11;97.76
73;21.05;90.53
74;36.17;6.84
75;23.43;68.75
76;78.76;80.54
77;52.46;68.85
78;66.28;49.58
79;97.38;40.67
80;60.16;27.09
81;60.39;63.15
82;98.17;8.51
83;32.74;67.44
84;45.84;20.4
85;32.82;68.54
86;66.77;97.89
87;30.57;23.09
88;76.58;20.3
89;67.28;7.25
90;9.25;18.34
91;17.9;91.44
92;23.52;7.45
93;19.19;74.65
94;45.7;72.47
95;95.25;96.09
96;18.23;96.41
97;19.49;6.37
98;93.69;29.61
99;37.1;28.68
100;25.61;97.82
101;11.48;18.07
102;33.48;90.55
103;41.21;8.74
104;78.87;88.83
105;54.76;85.49
