DataFile;12-2-120-10-11-13-5.txt
Class;12
DataSet;2
n;120
r;10
N_l;11
N_u;13
Rep;5
1;15.44;12.29
2;59.9;73.95
3;94.4;5.55
4;50.94;6.72
5;0.56;24.82
6;98.07;37.79
7;90.49;68.13
8;2.15;56.51
9;8.95;17.7
10;20.79;25.44
11;92.27;91.86
12;42.77;54.06
13;32.47;66.42
14;19.92;5.8
15;67.44;16.76
16;49.02;52.06
17;16.59;23.64
18;58.09;83.4
19;5.02;72.96
20;66.24;66.87
21;20.29;41.61
22;47.15;83.66
23;65.83;45.44
24;61.31;48.46
25;65.31;79.31
26;75.82;87.68
27;95.44;84.68
28;56.04;96.44
29;97.32;68.89
30;14.76;66.9
31;68.66;63.64
32;24.76;65.96
33;57.85;54.89
34;74.5;41.21
35;39.15;63.5
36;27.63;73.97
37;1.93;56.14
38;24.12;15.22
39;39.7;92.47
40;66.11;74.81
41;93.12;0.57
42;7.03;42.73
43;79.23;65.72
44;95.68;98.07
45;32.74;85.55
46;22.96;23.24
47;58.6;11.78
48;6.89;40.3
49;77.5;32.86
50;72.47;53.63
51;95.55;4.33
52;16.8;54.36
53;50.06;6.36
54;55.59;63.99
55;68.97;32.04
56;50.55;58.38
57;31.45;89.4
58;97.41;53.84
59;47.33;58.03
60;21.52;44.35
61;31.7;56.44
62;54.14;75.46
63;78.02;28.88
64;39.7;25.61
65;50.06;54.27
66;50.1;41.42
67;12.14;87.69
68;42.75;65.55
69;66.56;21.53
70;24.03;53.65
71;22.24;80.08
72;47.4;95.11
73;0.04;5.48
74;68.47;46.9
75;89.34;47.8
76;87.73;57.83
77;25.81;81.67
78;51.48;40.4
79;7.51;12.68
80;35.59;93.46
81;54.78;20.82
82;35.55;12.65
83;4.29;35.07
84;40.4;51.6
85;60.05;77.76
86;54.26;11.12
87;89.65;61.64
88;13.18;41.69
89;92.14;13.97
90;56.74;56.59
91;11.62;5.74
92;40.33;12.11
93;42.29;29.18
94;30.46;6.95
95;36.1;77.16
96;96.46;89.79
97;85.11;28.14
98;64.92;41.56
99;18.79;28.54
100;12.83;9.91
101;11.61;53.82
102;59.77;77.08
103;20.99;36.12
104;53.89;54.93
105;67.91;17.35
106;65.38;24.55
107;63.22;16.4
108;51.95;82.07
109;70.75;69.44
110;23.36;96.67
111;26.85;87.48
112;65.69;61.85
113;12.55;38.97
114;96.62;30.38
115;94.3;17.24
116;27.01;79.77
117;86.66;36.12
118;60.89;66.35
119;85.05;60.09
120;15.02;87.66
