DataFile;9-2-105-10-9-11-8.txt
Class;9
DataSet;2
n;105
r;10
N_l;9
N_u;11
Rep;8
1;77.88;14.25
2;86.61;48.15
3;35;34.01
4;65.65;89.26
5;39.07;89.64
6;71.13;6.11
7;42.2;48.08
8;46.74;7.07
9;74.61;19.64
10;35.71;78.1
11;72.42;46.47
12;20.74;60.69
13;18.23;34.77
14;7.73;4.53
15;63.69;15.07
16;56.28;53.49
17;1.91;49.01
18;79.43;86.93
19;27.66;64.28
20;16.36;45.25
21;56.44;24.83
22;72.8;49.51
23;25.46;60.07
24;30.85;23.64
25;30.98;33.69
26;2.91;80.8
27;30.51;14.79
28;21.84;56.77
29;76.93;84.51
30;91.27;37.22
31;50.55;45.02
32;6.62;81.75
33;81.41;53.36
34;33.31;29.54
35;66.36;12.95
36;36.7;50
37;30.92;32.56
38;15.15;49.63
39;77.34;24.9
40;27.8;55.37
41;91.25;28.37
42;73.94;76.76
43;86.69;84.46
44;18.8;16.91
45;14.94;91.63
46;83.8;74.62
47;24.24;70.26
48;19.87;3.44
49;33.73;49.57
50;60.82;52.08
51;96.31;82.81
52;86.13;9.33
53;14.62;12.58
54;61.31;78.1
55;86.57;79.97
56;25.7;53.69
57;79.55;98.34
58;77.34;91.32
59;59.1;21.4
60;95.53;88.15
61;62.39;68.07
62;3.05;93.55
63;72.78;36.59
64;81.03;47.73
65;13.72;11.88
66;40.62;1.53
67;31.15;86.03
68;73.11;88.5
69;40.27;53.14
70;82.22;78.81
71;23.48;39.65
72;73.71;10.92
73;90.85;65.03
74;82.41;64.73
75;94.61;28.55
76;39.84;15.77
77;26.57;38.77
78;38.01;2.99
79;43.35;36.06
80;84.04;29.19
81;88.22;87.82
82;18.68;46.76
83;51.61;40.52
84;26.06;11.06
85;53.3;50.88
86;99.05;67.91
87;39;89.13
88;0.28;64.92
89;56.11;42.74
90;38.74;54.46
91;62.2;18.33
92;34.28;88.42
93;43.6;5.85
94;75.62;68.74
95;89.8;53.49
96;77.81;55.62
97;16.72;13.74
98;0.27;30.54
99;46.8;44.58
100;89.41;80.02
101;43.35;40.5
102;11.65;72.97
103;14.49;73.62
104;50.64;30.4
105;38.21;1.9
