DataFile;3-2-75-10-6-8-5.txt
Class;3
DataSet;2
n;75
r;10
N_l;6
N_u;8
Rep;5
1;92.22;89.67
2;68.78;92.98
3;26.25;33.02
4;93.31;20.23
5;99.15;25.9
6;50.59;88.87
7;87.5;72.95
8;18.96;8.76
9;7.02;51.94
10;42.04;7.21
11;6.67;70.51
12;97.58;37.32
13;72.34;72.06
14;18.46;59.22
15;98.07;42.04
16;34.04;31
17;52;43.93
18;44.07;5.11
19;51.32;98.78
20;68.46;89.78
21;13.6;9.94
22;63.05;69.06
23;10.15;50.63
24;30.79;5.68
25;47.38;37.06
26;4.88;24.95
27;49.68;75.32
28;82.14;6.51
29;64.92;76.15
30;23.25;58.96
31;75.91;34.54
32;33.77;48.44
33;92.89;1.5
34;53.2;4.29
35;43.97;34.65
36;84.5;19.7
37;62.86;28.56
38;28.2;42.22
39;90.48;43.51
40;12.78;73.17
41;18.92;50.88
42;31.36;72.85
43;59;72.23
44;47.35;77.64
45;63.74;88.81
46;75.37;3.94
47;38.26;58.31
48;98.16;60.58
49;1.34;1.78
50;10.74;17.52
51;77.75;25.19
52;56;50.48
53;59.57;37.32
54;68.17;96.49
55;30.92;26.24
56;26.89;4.1
57;50.83;49.17
58;33.99;65.9
59;65.99;25.5
60;9.04;81.92
61;6.95;41.79
62;84.81;87.59
63;1.32;89.94
64;5.07;82.29
65;63.95;47.58
66;51.05;2.2
67;44.13;92.57
68;79.05;16.23
69;28.29;58.11
70;71.99;32.24
71;16.55;95.88
72;96.69;7.54
73;88.51;86
74;85.73;75.31
75;73.73;27.05
