DataFile;7-2-105-6-16-18-8.txt
Class;7
DataSet;2
n;105
r;6
N_l;16
N_u;18
Rep;8
1;73.57;91.58
2;31.68;19.53
3;60.03;19.28
4;71.88;21.13
5;27.46;44.03
6;31.82;17.33
7;39.47;59.04
8;46.37;75.76
9;69.63;66.78
10;41.32;95.56
11;40.88;10.26
12;43.52;87.03
13;3.45;59.73
14;80.38;8.5
15;21.74;25.05
16;22.88;84.62
17;45.13;19.49
18;73.03;85.36
19;4.75;96.07
20;38.42;36.3
21;45.09;24.06
22;8.03;69.81
23;1.36;38.44
24;49.15;54.32
25;26.3;0.98
26;83.03;62.57
27;19.46;39.61
28;99.53;66.66
29;67.89;15.3
30;87.1;33.1
31;66.8;80.2
32;90.64;2.57
33;39.22;11.99
34;36.15;50.27
35;37.78;27.06
36;42.23;52.14
37;40.34;13.98
38;60.71;60.29
39;27.6;56.89
40;15.07;38.69
41;34.74;19.71
42;78.83;68.64
43;43.8;33.13
44;27.76;30.23
45;53.14;18.63
46;67.11;12.47
47;72.13;33.44
48;35.43;33.15
49;57.66;90.97
50;76.33;12.45
51;39.24;94.61
52;92.69;22.48
53;70.59;47.81
54;47.26;36.74
55;38.46;36.45
56;20.4;24.08
57;3.34;59.09
58;39.64;28.85
59;4.96;71.63
60;63.64;71.12
61;45.42;23.66
62;69.61;15.97
63;88.56;10.68
64;67.61;52.72
65;4.58;52.54
66;75.93;88.73
67;88.7;88.53
68;43.43;50.6
69;61.72;49.37
70;49.76;9
71;14.97;47.32
72;95.7;0.03
73;27.08;12.36
74;58.34;84.94
75;85.68;48.95
76;31.88;22.88
77;44.07;95.04
78;69.53;95.35
79;73.96;23.49
80;50.85;82.06
81;27.89;58.16
82;28.43;24.46
83;74.09;50.18
84;59.65;85.08
85;24.94;25.86
86;32.8;43.75
87;80.55;4.62
88;75.89;85.56
89;18.63;19.76
90;7.93;0.7
91;17.01;34.4
92;79.57;42.94
93;79.12;90.53
94;49.76;73.66
95;13.49;88.24
96;5.32;24.16
97;63.49;87.3
98;80.75;64.94
99;54.77;0.04
100;1.21;75.11
101;44.67;91.6
102;93.27;10.54
103;36.9;16.3
104;24.04;76.84
105;85.3;7.09
