DataFile;6-2-90-10-8-10-4.txt
Class;6
DataSet;2
n;90
r;10
N_l;8
N_u;10
Rep;4
1;25.99;69.96
2;49.96;80.82
3;21.26;70.28
4;69.48;33.15
5;44.14;64.35
6;48.59;79.95
7;43.91;9.91
8;90.66;61.73
9;50.38;87.37
10;60.78;0.56
11;77.3;71.75
12;84.85;59.69
13;31.41;91.03
14;22.92;85.09
15;84.62;61.65
16;53.56;67.11
17;94.4;85.98
18;24.06;26.5
19;22.1;41.19
20;44.18;37.13
21;33.76;20.74
22;93.32;64.47
23;9.02;52.54
24;12.7;86.78
25;61.59;4.15
26;73.51;22.8
27;14.74;19.28
28;55.16;97.77
29;92.01;66.89
30;78.58;38.92
31;4.27;10.01
32;98.27;77.07
33;21.02;91.44
34;59.59;22.77
35;70.08;32.9
36;68.83;97.61
37;62.14;80.47
38;96.17;50.47
39;21.54;75.88
40;81.3;95.57
41;80.7;40.33
42;59.88;68.5
43;23.83;67.44
44;72.08;81.44
45;95.01;9.25
46;47.97;27.26
47;82.94;51.35
48;87.37;80.12
49;2.1;9.29
50;20.6;86.12
51;76.03;18.27
52;34.5;86.55
53;4.47;24.51
54;77.02;22.56
55;21.66;68.04
56;87.49;17.13
57;20.98;52.28
58;38.78;47.53
59;75.64;3.37
60;69.38;10.64
61;34.62;29.2
62;72.99;16.57
63;40.77;23.03
64;82.88;47.78
65;49.79;19.26
66;61.71;89.6
67;44.03;1.89
68;25.72;85.6
69;51.27;85.3
70;85.81;11.2
71;38.86;87.35
72;98.24;2.12
73;34.87;12.78
74;77.2;33.68
75;41.55;88.61
76;91.16;25.21
77;41.28;13.35
78;35.65;22.17
79;23.97;91.17
80;26.35;83.77
81;98.79;8.41
82;67.09;10.47
83;11.08;34.03
84;10.87;37.02
85;14.33;53.72
86;3.1;23.5
87;3.31;93.05
88;77.79;42.66
89;77.22;44.16
90;81.76;57.41
