DataFile;3-2-75-10-6-8-10.txt
Class;3
DataSet;2
n;75
r;10
N_l;6
N_u;8
Rep;10
1;66.23;80.51
2;45.73;62.06
3;38.25;88.64
4;62.16;95.59
5;60.05;53.79
6;57;93.06
7;14.13;43.89
8;54.16;53.8
9;11.27;50.03
10;66.69;42.89
11;1.34;55.04
12;99.69;2.75
13;60.45;16.54
14;6.44;36.81
15;49.8;0.69
16;0.73;44.52
17;61.75;97.21
18;1.17;64.91
19;33.7;40.69
20;45.14;80.9
21;35.23;85.21
22;20.06;77.82
23;75.24;3.2
24;79.43;12.31
25;5.26;50.03
26;46.38;66.15
27;12.42;15.87
28;23.17;90.67
29;80.68;48.73
30;5.1;46.28
31;73.49;77.25
32;26.27;77.66
33;53.26;81.09
34;91.74;9.43
35;55.05;2.91
36;21.78;36.88
37;81.71;61.97
38;25.8;73.52
39;91.88;70.09
40;87.75;67.21
41;66.81;59.11
42;61.46;83.78
43;39.1;79.23
44;3.51;62.98
45;90.22;29.83
46;53.09;72.32
47;22.05;29.24
48;31.15;45.75
49;16.19;96.6
50;51.15;72.45
51;21.08;87.99
52;0.29;55.19
53;43.29;28.23
54;3.51;84.57
55;41.08;67.9
56;18.36;25.95
57;72.89;59.13
58;50.24;85.78
59;92.31;65.8
60;45.39;70.9
61;3.95;85.85
62;49.95;9.07
63;85.08;68.9
64;43.71;59.22
65;70.48;1
66;48.05;45.53
67;62.37;30.05
68;68.28;92.9
69;38.08;47.53
70;19.45;58.64
71;5.77;88.15
72;25.27;38.97
73;71.29;89.45
74;97.01;27.13
75;55.3;5.75
