DataFile;5-2-90-8-10-12-2.txt
Class;5
DataSet;2
n;90
r;8
N_l;10
N_u;12
Rep;2
1;32.64;8.87
2;69.52;70.99
3;59.12;88.18
4;92.13;49.26
5;84.2;6.74
6;98.68;41.46
7;10.04;6.59
8;67.69;58.31
9;70.05;31.5
10;38.14;66.43
11;1.18;99.72
12;30.39;14.89
13;32.85;7.05
14;94.35;13.97
15;49.02;29.65
16;30.34;44.09
17;30.36;12.14
18;44.51;95.86
19;25.36;71.6
20;71.57;32.74
21;75.59;88.94
22;42.21;65.15
23;66.56;25.77
24;71.17;26.59
25;19.81;93.68
26;65.29;19.39
27;77.02;55.68
28;66.81;10.66
29;67.65;4.21
30;32.56;20.75
31;35.68;45.07
32;34.61;71.36
33;50.93;17.57
34;34.84;27.3
35;68.52;1.12
36;77.6;1
37;56.78;67
38;96.04;23.73
39;9.84;33.82
40;91.15;1
41;88.14;97.08
42;10.32;55.53
43;5.85;61.05
44;3.86;64.65
45;84.88;36.33
46;56.74;10.15
47;5.01;4.72
48;40.17;9.41
49;30.61;59.23
50;48.89;75.37
51;40.2;70.12
52;34.94;35.52
53;97.73;27.9
54;80.29;18.6
55;94.56;38.54
56;34.8;15.04
57;0.6;58.61
58;72.3;99.66
59;22.9;43.29
60;95.56;72.1
61;0.09;18.39
62;67.27;11.92
63;91.03;35.45
64;69.84;99.63
65;8.96;70.64
66;45.77;90.53
67;57.79;68.78
68;97.69;52.39
69;53.99;46.02
70;43.43;17.07
71;32.67;60.39
72;54.32;91.38
73;53.1;52.57
74;93.68;60.44
75;67.3;40.11
76;27.93;49
77;28.23;80.07
78;90.12;72.31
79;9.92;88.16
80;40.38;84.98
81;71.32;80.94
82;60.12;75.55
83;1.14;68.67
84;71.16;86.85
85;36.88;9.02
86;94.98;32.96
87;94.18;48.98
88;98.13;3.61
89;26.35;25.99
90;45.36;68
