DataFile;3-2-75-10-6-8-6.txt
Class;3
DataSet;2
n;75
r;10
N_l;6
N_u;8
Rep;6
1;90.09;85.15
2;73.29;31.01
3;74.7;82.68
4;0.44;65.75
5;27.39;13.03
6;84.48;77.61
7;44.48;23.41
8;51.35;15.93
9;69.7;20.87
10;47.01;79.19
11;24.15;97.86
12;13.55;99.52
13;1.3;49.97
14;42.68;4.18
15;69.2;71.59
16;27.85;99.83
17;71.09;91.63
18;78.34;61.86
19;65.56;58.67
20;1.12;64.09
21;41.79;53.59
22;60.39;70.28
23;54.38;44.64
24;73.81;25.44
25;42.68;22.46
26;72.81;31.52
27;22.28;24.87
28;74.81;27.01
29;48.86;69.5
30;41.57;87.47
31;99.48;23.81
32;25.36;23.95
33;98.88;3.33
34;69.23;38.2
35;57.78;36.88
36;69.28;26.18
37;7.79;30.68
38;96.83;99.01
39;98.61;69.5
40;45.11;20.57
41;17.15;44.63
42;12.84;83.97
43;25.12;21.41
44;24.89;7
45;62.91;57.45
46;33.79;16.53
47;0.01;70.73
48;15.16;90.82
49;33.59;64.22
50;82.22;22.98
51;24.54;40.42
52;13.06;21.44
53;90.13;59.47
54;83.3;29.06
55;7.79;97.4
56;56.02;29.82
57;2.45;13.81
58;80.65;95.21
59;2.17;39.05
60;21.6;2.36
61;77.32;12.02
62;13.1;43.49
63;67.11;85
64;76.54;41.16
65;24.41;70.91
66;61.56;40.2
67;74.33;93.74
68;28.59;3.95
69;58.7;17.37
70;12.17;42.02
71;62.51;77.76
72;17.77;23.76
73;53.94;1.6
74;35.9;22.96
75;18.73;93.14
