DataFile;9-2-105-10-9-11-4.txt
Class;9
DataSet;2
n;105
r;10
N_l;9
N_u;11
Rep;4
1;60.79;86.8
2;51.07;9.32
3;23.76;69.96
4;27.15;94.9
5;86.08;74.24
6;44.08;55.03
7;60.16;72.26
8;12.64;43.36
9;80.54;80.23
10;82.38;45.17
11;21.26;71.44
12;83.21;69.1
13;24.92;25.97
14;75.43;96.11
15;89.15;9.06
16;22.45;45.05
17;66.92;0.85
18;33.34;78.72
19;77.27;76.29
20;62.32;8.79
21;54.24;20.54
22;93.3;99.16
23;96.94;35.15
24;39.45;31.62
25;53.69;84.78
26;91.02;61.75
27;43.95;84.12
28;30.28;93.43
29;32.77;93.41
30;88.09;58.22
31;44.56;25.85
32;89.01;16.19
33;91.31;71.25
34;25.61;58.47
35;74.11;91.47
36;47.15;3.76
37;69.71;90.56
38;2.68;70.78
39;58.87;87.79
40;37.65;6.07
41;31.4;36.12
42;19.02;28.39
43;13.6;47.3
44;67.18;44.31
45;70.95;14.25
46;92.05;65.33
47;15.94;66.7
48;29.2;29.8
49;86.77;81.99
50;82.02;67.61
51;95.15;73.28
52;52.08;94.08
53;78.73;34.66
54;1.04;32.3
55;46.53;65.24
56;89.92;20.63
57;7.9;39.75
58;91.34;10.51
59;35.24;30.67
60;86.64;58.68
61;98.98;50.51
62;66.05;44.66
63;67.91;11.2
64;88.62;97.78
65;83.26;19.42
66;5.73;6.64
67;90.18;57.36
68;77.87;44.82
69;21.11;46.76
70;88.42;1.99
71;29.16;94.41
72;0.07;18.05
73;84.48;29.75
74;60.22;12.9
75;66.96;2.22
76;20.99;79.97
77;10.41;77.22
78;57.62;11.2
79;91.96;4.68
80;9.16;75.74
81;52.17;69.58
82;2.77;47.55
83;27.91;5.6
84;35.12;45.24
85;37.27;43.79
86;72.06;57.28
87;44.46;21.69
88;45.05;8.45
89;19.12;29.21
90;33.42;13.83
91;43.01;69.24
92;5.95;29.5
93;5.92;7.86
94;88.91;35.11
95;32.83;75.91
96;15.63;41.41
97;11.83;11.81
98;11.75;20.93
99;85.84;95
100;16.81;80.87
101;83.35;6.77
102;93.96;14.58
103;47.64;49.46
104;15.96;25.74
105;47.81;30.28
