DataFile;9-2-105-10-9-11-10.txt
Class;9
DataSet;2
n;105
r;10
N_l;9
N_u;11
Rep;10
1;93.73;90.62
2;98.55;39.64
3;69.07;32.69
4;78.81;59.43
5;31.87;53.27
6;82.63;68.52
7;5.88;2.31
8;93.33;45.6
9;83.33;48.8
10;12.05;68.44
11;41.12;86.9
12;52.51;24.46
13;90.65;31.79
14;64.05;12.11
15;2.79;53.44
16;40.66;99.08
17;76.51;30.96
18;42.96;86.59
19;99.57;84.16
20;36.49;44.47
21;15.25;72.7
22;55.06;33.21
23;41.78;23.07
24;17.43;6.51
25;75.57;78.84
26;22.11;20.68
27;83.43;49.14
28;93.4;79.39
29;27.21;81.74
30;46.05;84.05
31;81.05;85.28
32;34.74;39.57
33;9.11;82.41
34;4.04;93.95
35;91.71;67.74
36;61.8;76.13
37;47.15;87.86
38;82.67;95.73
39;57.91;10.89
40;39.45;92.7
41;11.94;38.03
42;35.47;74.8
43;0.29;61.44
44;79.81;85.78
45;89.81;6.24
46;5.81;41.15
47;64.93;11.94
48;35.07;91.08
49;22.84;82.75
50;51.73;91.42
51;69.23;44.8
52;81.42;34.7
53;69.99;42.67
54;48.24;29.45
55;52.68;74.46
56;16.1;58.96
57;7.36;11.99
58;67.22;32.46
59;75.13;99.11
60;48.19;9.86
61;7.01;55.75
62;62.97;84.88
63;3.12;8.24
64;73.89;32.23
65;30.02;5.01
66;30.96;35.86
67;34.84;60.11
68;46.9;93.93
69;18.27;81.04
70;56.53;66.96
71;45.38;18.74
72;36.38;2.69
73;38.59;73.05
74;12.73;88.42
75;49.83;98.68
76;81.71;22.06
77;53.3;73.99
78;75.12;13.78
79;50.62;33.21
80;11.19;40.71
81;33.09;32.23
82;79.58;76.21
83;83.34;33.97
84;35.57;36.83
85;91.41;73.81
86;30.32;12.28
87;50.05;87.28
88;58.71;23.09
89;44.58;94.66
90;4.03;84.91
91;43.46;40.8
92;99.53;70.1
93;30.68;62.59
94;59.94;49.87
95;21.07;59.58
96;29.3;15.35
97;10.95;73.76
98;88.19;20.65
99;7.9;60.34
100;48.21;88.3
101;30.09;57.88
102;22.1;12.58
103;1.48;19.29
104;15.2;9.58
105;46.21;96.13
