DataFile;7-2-105-6-16-18-3.txt
Class;7
DataSet;2
n;105
r;6
N_l;16
N_u;18
Rep;3
1;21.34;96.94
2;72.78;34.4
3;14.4;13.86
4;84.59;57.14
5;57.05;48.57
6;15.13;73.24
7;87.13;45.45
8;51.61;64.76
9;72.47;96.28
10;9.18;45.23
11;73.07;36.29
12;78.05;3.92
13;60.42;62.53
14;17.39;38.97
15;82.95;56.75
16;1.55;78.41
17;75.85;31.18
18;80.66;70.71
19;94.46;10.1
20;81.88;6.37
21;0.86;58.79
22;36.56;21.13
23;1.62;5.41
24;87.51;84.96
25;70.88;76.25
26;51.39;29
27;10.15;87.35
28;33.63;35.97
29;38.19;77.65
30;87.29;34.75
31;79.39;71.24
32;14.39;7.01
33;57.41;35.35
34;32;94.4
35;84.95;12.35
36;38.98;96.98
37;59.87;95.11
38;48.87;94.51
39;1.51;12.97
40;78.58;33.74
41;43.72;69.48
42;46.85;53.98
43;85.32;56.69
44;81.03;55.1
45;36.59;87.17
46;97.42;29.55
47;41.02;76.15
48;57.61;50.4
49;91.71;22.16
50;21.08;67.71
51;57.75;93.53
52;9.79;5.99
53;64.59;86.45
54;73.67;58.98
55;94.14;35.48
56;23.65;2.33
57;15.7;12.29
58;81.82;42.23
59;58.18;98.76
60;11.49;49.15
61;9.27;1.78
62;86.33;98.2
63;34.53;61.96
64;11.83;42.89
65;95.63;64.99
66;68.93;82.35
67;94.18;12.4
68;8.82;26.39
69;89.74;19.11
70;74.04;73.34
71;55.47;3.9
72;35.06;59.55
73;97.56;77.64
74;56.98;13.67
75;56.79;5.85
76;71.59;12.01
77;7.8;29.03
78;16.26;19.8
79;6.29;70.66
80;50.9;23.8
81;80.89;94.63
82;21.94;67.34
83;21.81;66.04
84;68.42;9.41
85;15.69;8.7
86;62.18;72.95
87;68.39;53.68
88;44.26;29.89
89;28.89;23.17
90;98.62;48.5
91;61.96;94.14
92;27.17;42.86
93;49.85;56.96
94;37.97;62.01
95;52.88;99.92
96;27.76;69.72
97;7.12;43.49
98;63.98;93.78
99;93.65;83.31
100;99.45;39.75
101;88.42;79.3
102;48.58;83.56
103;79.07;36.68
104;19.3;26.53
105;50.63;15.88
