DataFile;4-2-90-6-14-16-1.txt
Class;4
DataSet;2
n;90
r;6
N_l;14
N_u;16
Rep;1
1;6.36;74.98
2;73.17;5.55
3;12.36;20.14
4;43.88;99.62
5;65.63;28.32
6;69.93;89.94
7;57.91;77.93
8;37.27;63.26
9;21.77;83.32
10;83.69;32.87
11;26.58;54.71
12;7.7;13.35
13;54.91;96.78
14;28.22;33.48
15;53.94;44.18
16;86.98;55.34
17;53.29;88.35
18;55.71;6.61
19;25.88;55.09
20;79.64;14.5
21;48.62;70.74
22;94.4;82.7
23;38.36;32.32
24;90.73;5.64
25;11.45;90.44
26;19.82;83.56
27;62.81;57.89
28;7.22;28.34
29;88.94;16.23
30;43.22;75.55
31;37.18;17.94
32;67.7;34.36
33;33.53;94.6
34;71.25;51.28
35;67;35.99
36;72.39;15.43
37;75.27;8.47
38;16.47;98.06
39;93.53;6.59
40;53.17;5.54
41;37.82;16.69
42;55.86;74.37
43;5.93;43.3
44;40.29;85.11
45;30.04;92.59
46;99.35;60.25
47;95.78;63.47
48;65.31;97.26
49;34.57;75.49
50;77.62;28.64
51;44.7;56.08
52;63.5;71.16
53;10.7;36.77
54;99.34;43.23
55;92.93;7.36
56;57.77;70.65
57;48.41;11.95
58;19.13;3.96
59;49.19;33.93
60;44.31;73.55
61;51.81;38.07
62;68.38;57.94
63;70.02;14.77
64;97.65;34.09
65;64.24;10.76
66;60.94;17.83
67;33.87;50.3
68;57.42;93.86
69;16.43;56.88
70;27.73;58.79
71;82.3;48.66
72;30.81;5.72
73;52.3;48.19
74;35.76;27.87
75;54.77;91.21
76;25.6;1.76
77;82.73;4.95
78;59.52;98.13
79;56.94;72.75
80;15.18;31.82
81;69.97;85.48
82;37.83;27.54
83;98.84;13.4
84;97.8;64.22
85;60.05;16.21
86;14.38;76.24
87;78.2;21.71
88;71.47;29.31
89;27.11;90.32
90;93.46;45.3
