DataFile;9-2-105-10-9-11-5.txt
Class;9
DataSet;2
n;105
r;10
N_l;9
N_u;11
Rep;5
1;70.48;14.4
2;34.48;98.84
3;1.9;7.77
4;28.02;43.29
5;53.73;59.5
6;88.13;13.38
7;13.38;25.19
8;44;98.6
9;74.95;19.62
10;13.88;15.76
11;53.47;70.09
12;81.84;30.22
13;43.39;91.22
14;7.47;71.04
15;48.39;52.81
16;22.41;73.06
17;25.43;88.24
18;19;36.53
19;77.03;27.18
20;6.34;54.67
21;50.98;56.25
22;44.65;97.8
23;41.91;83.27
24;78.56;68.08
25;60.83;12.67
26;87.74;74.08
27;91.32;67.85
28;64.17;95.17
29;12.95;26.04
30;8.88;58.93
31;33.15;77.21
32;76.26;63.69
33;55.48;8.21
34;3.35;53.1
35;58.4;48.52
36;50.88;12.39
37;96.81;53.34
38;7.35;23.41
39;4.7;18.22
40;72.44;32.92
41;38.35;97.82
42;24.42;56.93
43;97.37;64.84
44;98.38;30.16
45;90.45;11.55
46;83.03;39.08
47;33.96;17.98
48;80.82;75.78
49;34.25;48.12
50;19.08;60.04
51;47.7;95.96
52;36.43;77.5
53;64.61;46.02
54;50.59;3.59
55;36.5;33.93
56;86.19;98.57
57;58.4;12.65
58;68.24;82.17
59;31.15;71.66
60;83.2;40.23
61;46.72;46.27
62;69;78.38
63;41.59;46.01
64;31.07;98.83
65;11.4;37.54
66;8.26;92.7
67;98.79;47.5
68;25.49;63.81
69;27.87;29.69
70;83.15;46.79
71;44.6;69.92
72;40.35;36.6
73;64.07;20.7
74;75.95;33.89
75;1.07;97.82
76;89.29;58.32
77;6.64;12.74
78;78.17;35.48
79;14.48;82.25
80;37.23;72.46
81;6.6;20.47
82;86.84;81.31
83;41.16;96.75
84;90.02;61.44
85;77.79;92.79
86;48.2;49.17
87;24.45;78.46
88;65.77;37.14
89;12.44;99.59
90;64.04;52.28
91;73.18;86.93
92;71.9;63.01
93;25.27;82.76
94;89.08;96.55
95;82.69;21.59
96;92.65;9.06
97;19.09;76.03
98;84.04;37.74
99;41.05;83.08
100;81.24;61.38
101;48.97;91.71
102;58.25;18.9
103;14.92;96.45
104;82.02;31.48
105;6.82;15.58
