DataFile;3-2-75-10-6-8-4.txt
Class;3
DataSet;2
n;75
r;10
N_l;6
N_u;8
Rep;4
1;78.5;1.86
2;88.5;62.6
3;89.48;1.08
4;24.38;21.41
5;29.59;40.64
6;53.54;85.92
7;84.84;0.58
8;69.89;54.88
9;30.21;9.02
10;74.05;50.1
11;62.73;83.49
12;69.96;85.83
13;6.74;62.24
14;47.62;4.44
15;56.97;83.43
16;17.08;82.87
17;67.87;52.73
18;81.88;95.48
19;21.01;4.06
20;58.46;11.18
21;13.13;71.64
22;62.96;93.01
23;46.9;30.57
24;82.2;54.76
25;22.68;10.9
26;80.35;85.22
27;34.02;12.63
28;48.77;85.71
29;63.79;32.49
30;90.87;17.63
31;34.56;65.81
32;76.22;27.31
33;6.62;36.23
34;16.18;4.79
35;49.13;34.21
36;65.85;4.16
37;66.5;93.93
38;13.54;88.33
39;36.98;57.56
40;59.1;58.95
41;12.08;77.84
42;72.29;94.89
43;55.85;89.35
44;63.61;1.88
45;68.65;12.33
46;19.83;49.76
47;73.47;10.08
48;68.42;92.23
49;92.72;81.99
50;0.31;35.32
51;77.81;51.31
52;0.92;81.15
53;10.17;87.33
54;33.42;50
55;33.06;49.64
56;32.19;37.67
57;12.91;13.1
58;9.31;44.62
59;55.92;26.51
60;5.44;67.83
61;66.79;60.28
62;40.91;15.03
63;70.85;59.6
64;50.27;59.42
65;4;34.58
66;32.8;43.8
67;69.9;71.52
68;66.12;85.72
69;84.33;33.49
70;75.51;93.26
71;17.15;25.01
72;32.09;4.64
73;89.52;16.05
74;63.07;6.78
75;58.03;93.09
