DataFile;5-2-90-8-10-12-4.txt
Class;5
DataSet;2
n;90
r;8
N_l;10
N_u;12
Rep;4
1;39.82;34.51
2;67.03;82.8
3;60.04;29.22
4;48.98;27.47
5;33.26;14.37
6;70.06;65.07
7;72.55;60.21
8;46.15;42.59
9;96.75;50.94
10;49.01;10.65
11;73.21;86.57
12;40.35;9.38
13;28.7;91.14
14;57.34;33.9
15;33.33;42.11
16;93.04;99.1
17;96.84;51.47
18;3.11;22.26
19;12.89;37.12
20;83.9;87.26
21;31.72;1.42
22;91.5;6.21
23;85.03;17.61
24;42.34;54.82
25;2.58;82.58
26;77.82;92.85
27;40.4;88.01
28;24.74;71.42
29;64.28;81.06
30;75.05;31.69
31;20.11;46.28
32;15.75;68.39
33;4.55;47.1
34;23.54;68.23
35;27.87;28.14
36;48.86;62.86
37;9.49;23.13
38;50.24;71.24
39;86.73;79.42
40;90.87;50.51
41;44.73;25.98
42;37.99;3.08
43;68.34;20.12
44;61.41;62.37
45;33.03;15.33
46;23.32;45.5
47;87.77;4.86
48;65.88;59.71
49;41.12;66.29
50;52.49;78.28
51;0.13;65.38
52;18.78;71.51
53;22.49;86.59
54;94.94;78.77
55;39.72;36.38
56;29.74;72.4
57;81.94;51.63
58;66.23;92.98
59;51.6;85.37
60;99.33;21.05
61;98.15;18.22
62;77.05;75
63;33.38;45.48
64;57.5;2.77
65;29.39;15.38
66;1.7;4.52
67;43.48;72.19
68;36.35;15.81
69;59.52;86.26
70;69.73;8.36
71;86.6;18.75
72;19.29;10.96
73;50.05;89.25
74;65.74;46.31
75;34.63;57.85
76;13.05;25.59
77;31.41;16.86
78;32.93;23.99
79;42.7;66.68
80;24.81;33.79
81;25.31;69.71
82;54.7;1.08
83;43.01;80.5
84;3.96;26.29
85;92.33;33.85
86;47.62;13.51
87;71.35;67.4
88;28.47;78.3
89;25.34;46.71
90;52.5;12.65
