DataFile;11-2-120-8-14-16-9.txt
Class;11
DataSet;2
n;120
r;8
N_l;14
N_u;16
Rep;9
1;70.9;63.64
2;68.28;68.9
3;55.34;74.08
4;99.01;60.22
5;28.48;24.07
6;82.02;11.53
7;22.92;39.75
8;26.78;42.73
9;38.2;35.16
10;7.55;56.14
11;18.07;85.57
12;76.96;81.03
13;39.7;11.48
14;19.54;71.18
15;12.04;61.19
16;56.88;60.17
17;32.85;68.96
18;50.76;76.64
19;23.1;45.07
20;59.89;10.89
21;2.46;93.79
22;95.44;5.21
23;66.07;61.57
24;2.04;45.56
25;82.14;85.65
26;52.96;41.45
27;10.79;82.73
28;53.82;0.63
29;79.76;65.5
30;35.84;56.51
31;82.97;62.7
32;64.66;60.2
33;65.35;50.9
34;5.3;1.65
35;46.51;59.31
36;54.33;10.6
37;3.32;37.09
38;23.45;98.42
39;4.94;88.11
40;76.86;20.92
41;65.22;43.36
42;89.25;89.56
43;11.15;8.95
44;92.44;69.63
45;89.72;0.27
46;90.65;34.49
47;16.55;56.09
48;66.1;66.41
49;82.98;30.31
50;40;74.59
51;3.08;48.06
52;49.55;39.05
53;15.19;67.8
54;14.86;49.73
55;29.51;61.92
56;97.53;90.83
57;82.32;49.15
58;83.38;17.13
59;98.65;51.54
60;87.2;81.28
61;14.95;94.2
62;84.92;34.75
63;61.97;11
64;1.87;81.04
65;72.03;76.67
66;63.62;35.82
67;93.74;22.35
68;77.85;82.03
69;30.49;0.84
70;77.95;19.55
71;9.97;12.45
72;65.11;85.84
73;36.03;94.5
74;26.46;83.54
75;91.56;75.89
76;26.84;70.99
77;65.16;45.23
78;94.77;17.21
79;64.15;39.76
80;83.76;24.51
81;97.93;1.61
82;13.11;1.35
83;51.49;12.86
84;90.87;89.14
85;72.2;86.87
86;10.92;28.93
87;42.34;47.63
88;83.01;76.2
89;88.66;31.68
90;67.77;60.65
91;96.93;83.7
92;10.54;41.82
93;60.31;60.2
94;25.82;27.03
95;3.24;49.52
96;11.99;9.09
97;34.03;8.84
98;57.56;87.37
99;87.23;40.34
100;13.35;38.35
101;15.17;41.58
102;55.93;1
103;38.58;11.74
104;86.16;62.77
105;84.52;8.44
106;81.09;88.41
107;69.94;81.84
108;11.93;44.36
109;52.78;99.81
110;52.53;26.3
111;82.05;76.32
112;11.71;50.66
113;67.24;72.56
114;44.96;44.11
115;82.64;50.69
116;94.55;56.27
117;25.95;82.48
118;96.62;25.27
119;20.57;47.68
120;51;35.81
