DataFile;11-2-120-8-14-16-2.txt
Class;11
DataSet;2
n;120
r;8
N_l;14
N_u;16
Rep;2
1;84.78;36.76
2;23.84;85.01
3;29.27;5.51
4;10.13;83.05
5;56.22;46.85
6;3.14;96.77
7;39.4;97.08
8;14.17;33.8
9;3.72;59.12
10;93.05;46.52
11;18.92;28.28
12;10.7;40.87
13;8.95;34.1
14;39.24;36.25
15;5.76;72.94
16;67.31;55.15
17;99.94;58.02
18;36.2;27.3
19;92.84;4.85
20;7.62;76.56
21;46.52;8.34
22;53.06;84.85
23;32.76;90.77
24;34.78;20
25;82.51;58.39
26;31.46;81.59
27;38.41;15.34
28;40.19;94.14
29;13.83;55.15
30;54.95;7.11
31;11.53;39.77
32;49;62.99
33;62.28;58.65
34;79.6;56.25
35;92.98;70.1
36;44.03;1.19
37;10.71;51.37
38;41.46;91.16
39;11.6;29.5
40;48.37;64.54
41;2.08;26.15
42;12.04;75.51
43;16.88;84.62
44;24.1;37.96
45;99.08;1.29
46;75.08;26.31
47;12.31;73.16
48;26.66;35.32
49;27.93;81.97
50;9.17;15.82
51;31.6;57.71
52;99.93;80.38
53;32.51;15.75
54;47.67;0.67
55;46.63;15.1
56;74.91;76.23
57;5.31;66.82
58;68.89;89.58
59;29.28;52.71
60;41.71;7.29
61;23.26;8.19
62;78.55;35.07
63;2.45;85.38
64;84.49;39.99
65;51.57;34.41
66;80.4;63.22
67;90.1;2.72
68;47.09;77.37
69;87.77;1.18
70;85.21;92.5
71;71.98;79.04
72;12;11.31
73;86.53;3.35
74;87.45;94.98
75;90.96;78.59
76;34.39;22.44
77;74.31;29.25
78;23.8;27.36
79;64.81;65.92
80;36.38;65.26
81;35.49;70.72
82;23.35;23.54
83;81.66;89.31
84;1.68;71.55
85;42.94;78.1
86;96.66;9.79
87;3.45;3.89
88;55.21;19.13
89;45.26;69.59
90;6.47;50.75
91;16.68;97.81
92;23.75;58.4
93;4.79;66.22
94;38.08;84.81
95;27.39;84.28
96;98.95;24.61
97;66.01;42.11
98;29.84;47.37
99;1.41;6.52
100;30.61;58.17
101;33.42;7.54
102;79.05;89.12
103;62.1;16.41
104;63.15;3.37
105;92.58;31.4
106;48.4;15.75
107;23.3;81.94
108;15.97;9.9
109;15.14;95.52
110;3.46;52.5
111;59.42;98.46
112;81.26;87.36
113;40.37;51.56
114;66.8;63.35
115;96.52;12.45
116;47.04;45.49
117;14.89;97.99
118;54.09;64.41
119;25.57;5.56
120;79.54;30.21
