DataFile;4-2-90-6-14-16-8.txt
Class;4
DataSet;2
n;90
r;6
N_l;14
N_u;16
Rep;8
1;61.9;96.13
2;17.66;63.71
3;32.97;75.1
4;35.48;2.52
5;20.68;42.28
6;28.2;59.42
7;84.47;96.51
8;52.64;34.26
9;2.68;50.9
10;23.57;76.9
11;63.68;53.87
12;66.99;88.04
13;6.71;63.51
14;51.83;86.04
15;25.33;14.31
16;36.25;69.58
17;19.46;86.52
18;74.15;80.19
19;23.91;52.57
20;34.47;84.1
21;55.83;85.65
22;98.34;50.38
23;46.51;11.11
24;7.12;98.99
25;74.27;82.31
26;81.05;59.08
27;83.13;61.83
28;22.45;19.57
29;26.88;54.72
30;20.36;45.07
31;8.04;67.36
32;66.5;91.85
33;58.9;70.3
34;25;8.19
35;90.56;78.72
36;37.09;97.24
37;16.02;64.18
38;10.19;94.18
39;13.1;22.84
40;62.15;36.67
41;11.59;55.89
42;92.65;85.27
43;65.05;56.35
44;84.55;18
45;88.18;5.16
46;12.13;50.99
47;30.93;91.68
48;35.66;90.4
49;40.17;84.85
50;73.77;83.67
51;84.06;69.28
52;71.08;32.88
53;55.1;53.49
54;48.3;33.91
55;11.63;84.06
56;46.1;46.22
57;99.5;52.65
58;99.23;57.58
59;68.74;74.4
60;96.5;44.83
61;66.77;2.05
62;68.39;47.25
63;11.38;64.04
64;69.99;75.09
65;64.55;1.78
66;59.34;75.94
67;6.71;93.04
68;63.42;63.55
69;12.91;83
70;29.89;58.21
71;30.13;54.01
72;82.28;23.03
73;95.83;21.6
74;77.28;8.57
75;35.61;84.95
76;40.68;11.14
77;81.66;40.59
78;41.16;68.12
79;34.82;76.71
80;12.86;11.76
81;7.44;90.57
82;75.23;13.59
83;51.96;16.75
84;53.17;0.37
85;45.27;71.86
86;76.85;22.88
87;80.14;40.67
88;11.18;21.63
89;45.73;60.59
90;24.81;90.65
