DataFile;3-2-75-10-6-8-9.txt
Class;3
DataSet;2
n;75
r;10
N_l;6
N_u;8
Rep;9
1;28.95;70.02
2;44.41;26.78
3;68.77;96.3
4;3.1;28.14
5;83.26;54.22
6;41.5;17.26
7;35.44;75.69
8;8.7;69
9;54.18;92.08
10;81.89;19.4
11;88.45;25.91
12;4.53;76.88
13;40.72;22.57
14;37.71;40.45
15;68.29;14.15
16;89.54;56.67
17;24.07;27.13
18;72.95;36.38
19;13.73;47.6
20;20.98;42.64
21;93.39;33.71
22;37.64;76.63
23;2.85;81.39
24;46.99;65.88
25;60.1;81.14
26;9.1;80.73
27;98.85;2.93
28;55.8;84.75
29;33.22;45.08
30;13.79;69.36
31;18.82;25.46
32;80.51;83.88
33;34.92;50.37
34;95.45;40.91
35;10.28;3.48
36;44.14;51.54
37;4.86;78.2
38;36.9;98.71
39;90.54;92.69
40;40.22;88.25
41;80.82;50.35
42;82.59;11.74
43;68.69;52.53
44;34.92;14.78
45;65.45;49.87
46;84.57;65.78
47;38.97;85.51
48;59.03;60.6
49;5.65;73.87
50;54.93;40.02
51;51.24;63.75
52;95.31;9.74
53;46.57;4.44
54;85.25;5.2
55;65.03;28.39
56;91.82;69.84
57;61.21;81.08
58;18.09;86.8
59;30.11;77.5
60;27;40
61;94.04;99.68
62;23.29;14.19
63;6.63;73.28
64;28.54;71.95
65;1.77;17.32
66;70.22;74.03
67;94.71;72.2
68;88.19;29.1
69;96.97;9.83
70;32.43;13.96
71;74.83;46.85
72;9.97;83.87
73;34.58;17.8
74;45.28;43.92
75;16.92;78.55
