DataFile;10-2-120-6-19-21-8.txt
Class;10
DataSet;2
n;120
r;6
N_l;19
N_u;21
Rep;8
1;5.42;82.66
2;69.22;67.23
3;98.5;52.52
4;39.57;41.27
5;30.7;58.83
6;13.07;86.23
7;32.28;35.2
8;69.98;15.95
9;98.63;11.05
10;64.81;65.38
11;73.34;31.21
12;66.04;18.28
13;10.47;65.57
14;34.7;20.47
15;10.35;58.98
16;80.86;59.31
17;33.76;93.32
18;33.81;14.07
19;27.63;81.6
20;42.9;56.82
21;87.52;47.42
22;70.9;35.81
23;10.2;14.4
24;12.64;50.5
25;89.76;15.81
26;88.51;18.71
27;28.37;4.24
28;16.68;88.43
29;10.13;97.64
30;35.49;25.93
31;99.92;97.01
32;62.38;64.55
33;5.94;77.37
34;23.78;98.72
35;62.75;60.43
36;76.48;47.2
37;11.47;59.76
38;55.15;76.99
39;25.24;58.3
40;71.06;33.71
41;50.63;29.05
42;19.14;25.74
43;94.62;34.67
44;98.78;73.52
45;37.37;50.22
46;86.18;37.67
47;88.02;55.66
48;82.32;56.11
49;96.91;99.23
50;30.85;42.66
51;16.68;58.48
52;53.36;78.2
53;11.38;42.58
54;47.1;60.67
55;4.58;28.03
56;59.1;7.09
57;18.74;89.47
58;74.19;44.95
59;85.92;27.74
60;20.72;27.14
61;85.89;0.02
62;72.81;96.01
63;64.19;24.35
64;98.03;60
65;10.13;73.08
66;98.28;63.2
67;40.86;53.92
68;60.69;76.95
69;49.76;11.74
70;14.52;95.77
71;56.76;72.48
72;12.48;13.19
73;16;12.48
74;17.19;28.94
75;46.07;86.41
76;87.44;42.98
77;46.82;90.69
78;86.62;73.28
79;80.83;39.06
80;21.94;25.42
81;76.55;35.9
82;15.42;77.41
83;40.81;70.04
84;79.51;42.82
85;78.42;14.78
86;19.83;17.82
87;93.84;35.38
88;23.81;82.9
89;41.29;18.85
90;11.32;31.87
91;7.14;1.59
92;46.01;52.09
93;34.93;60.64
94;16.59;66.54
95;28.88;44.92
96;3.85;23.73
97;49.91;7.05
98;11.29;90.26
99;72.71;77.28
100;16.48;79.67
101;39.28;0.97
102;23.52;1.74
103;95.97;46.3
104;74.25;69.91
105;94.21;77.03
106;4.32;31.14
107;68.42;18.89
108;69.05;33.35
109;32.09;21.33
110;60.17;6.95
111;37.82;69.5
112;18.44;77.94
113;51.81;21.82
114;23.18;74.52
115;73.19;33.96
116;37.42;30.8
117;55.33;34.16
118;54.55;76.47
119;61.06;44.97
120;20.17;27.23
