DataFile;1-2-75-6-11-13-4.txt
Class;1
DataSet;2
n;75
r;6
N_l;11
N_u;13
Rep;4
1;28.73;25.8
2;9.98;39.84
3;97.65;41.97
4;52.84;77.67
5;34.38;6.33
6;42.24;96.59
7;34.71;51.58
8;46.41;63.9
9;42.34;44.14
10;26.36;1.8
11;35.51;42.7
12;23.19;95.58
13;20.8;95.06
14;72.17;91.03
15;29.73;91.95
16;92.92;45.19
17;55.02;62.09
18;80.99;30.13
19;31.65;59.92
20;1.25;84.38
21;50.62;87.2
22;87.12;39.66
23;46.99;6.64
24;32.86;82.28
25;60.26;89.83
26;50.53;98.9
27;16.76;19.51
28;95.13;52.59
29;41.1;85.62
30;6.44;37.21
31;9.08;96.22
32;70.18;5.01
33;91.82;21.7
34;87.01;50.62
35;49.55;53.8
36;82.65;83.92
37;78.46;66.58
38;53.46;86.83
39;51.31;22.98
40;93.98;1.95
41;0.81;5.81
42;56.64;31.37
43;34.34;1.31
44;4.04;11.77
45;24.39;72.91
46;44.45;93.5
47;32.34;64.14
48;83.74;95.04
49;75.4;53.57
50;13.34;76.69
51;70.59;71.05
52;78.24;80.13
53;11.66;37.79
54;40.24;80.26
55;95.09;84.75
56;69.25;62.41
57;81.86;23.34
58;96.05;29.02
59;55.05;35.82
60;60.49;21.17
61;85.99;43.61
62;50.37;96.3
63;64.96;2.58
64;29.7;9.06
65;20.54;73.47
66;48.14;11.13
67;28.68;24.89
68;78.43;62.35
69;25.86;80.77
70;21.77;81.32
71;18.37;42.21
72;87.05;27.39
73;35.06;43.1
74;27.65;18.67
75;45.03;59.92
