DataFile;7-2-105-6-16-18-1.txt
Class;7
DataSet;2
n;105
r;6
N_l;16
N_u;18
Rep;1
1;3.75;86.96
2;51.77;83.85
3;3.2;42.73
4;86.38;72.11
5;13.13;19.36
6;75.97;59
7;44.34;59.4
8;12.54;75.5
9;9.97;39.21
10;59.94;28.18
11;89.16;25.83
12;95.55;63.12
13;32.69;78.81
14;33.49;94.78
15;63.24;28.53
16;61.51;34.1
17;29.69;81.66
18;82.49;68.57
19;35.99;27.58
20;64.95;47.2
21;0.84;12.14
22;54.5;1.34
23;49.16;16.61
24;76.95;14.42
25;92.46;66.55
26;2.11;44.6
27;87.45;74.64
28;29.42;26
29;87.28;6.06
30;99.01;75.89
31;93.46;30.54
32;81.36;8.98
33;87.62;15.46
34;40.36;35.38
35;2.08;0.18
36;59.01;55.03
37;3.6;33.98
38;67.1;15.57
39;24.46;73.66
40;97.9;22.52
41;8.73;91.13
42;73.02;14.3
43;4.56;82.81
44;50.84;70.61
45;46.32;38.26
46;67.07;94.96
47;20.65;2.14
48;57.28;24.92
49;98.11;46.19
50;3.51;98.6
51;25.86;30.94
52;89.26;22.33
53;72.34;54.71
54;95.58;28.62
55;63.19;16.6
56;17.38;93.78
57;36.25;91.05
58;35.3;30.64
59;89.68;28.79
60;59.9;84.02
61;36.64;21.22
62;96.12;80.46
63;2.99;25.51
64;28.87;1.61
65;16.98;37.72
66;98.82;56.21
67;36.56;96.02
68;91.63;27.39
69;54.06;24.51
70;49.31;33.1
71;21.25;79.97
72;23.77;71.88
73;51.49;47.04
74;76.12;54.02
75;18.94;71.3
76;27.13;44.35
77;89.64;48.05
78;54.67;84.47
79;70.84;44.5
80;41.5;39.69
81;10.98;43.6
82;81.05;72.56
83;30.01;7.61
84;13.17;75.69
85;80.08;68.52
86;1.18;73.36
87;71.83;45.08
88;46.84;72
89;71.93;78.06
90;64.25;35.43
91;94.22;19.84
92;52.36;94.09
93;54.1;30.57
94;27.09;7.85
95;34.05;40.38
96;37.52;64.74
97;80.51;0.37
98;83.18;50.24
99;88.76;67.3
100;89.3;29.34
101;71.24;84.77
102;66.92;37.43
103;45.64;60.08
104;51.43;35.86
105;97.31;41.78
