DataFile;2-2-75-8-8-10-10.txt
Class;2
DataSet;2
n;75
r;8
N_l;8
N_u;10
Rep;10
1;13.24;93.37
2;94.37;83.14
3;21.89;95.38
4;25.59;69.09
5;16.73;72.77
6;77.24;36.51
7;75.11;56.39
8;90.26;92.53
9;84.12;67.99
10;31.97;62.95
11;71.62;67.65
12;66.4;36.93
13;94.2;12.69
14;59.49;45.23
15;62.42;22.18
16;29.32;24.52
17;54.88;1.73
18;83.01;95.75
19;93.22;93.45
20;78.31;34.1
21;70.25;9.56
22;71.47;88.75
23;56.23;43.49
24;34.36;41.47
25;53.01;73.39
26;11.46;92.34
27;35.48;18.72
28;74.29;50.22
29;73.14;44.93
30;32.74;2.71
31;56.3;37.89
32;30.36;10.07
33;13.08;65.01
34;32.74;32.15
35;1.73;46
36;23.33;97.68
37;40.26;54.63
38;26.97;28.43
39;54.14;51.86
40;21.17;35.65
41;90.72;80.05
42;51.24;47.41
43;20.51;54.58
44;19.3;64.39
45;10.52;91.2
46;14.68;44.64
47;79.57;84.17
48;19.94;24.11
49;1.51;90.95
50;78.05;22.88
51;72.53;17.79
52;88.44;95.69
53;35.64;86.12
54;75.88;16.46
55;53;61.9
56;1.18;32.76
57;85.42;22.24
58;18.48;89.51
59;99.18;65.75
60;89.67;76.93
61;90.16;19.32
62;97.66;89.81
63;58.29;88.34
64;32.83;87.66
65;4.86;8.99
66;71.98;29.8
67;23.85;54.71
68;91.45;17.97
69;52.44;48.02
70;40.02;92.02
71;84.34;33.48
72;25.62;14.15
73;99.58;64.05
74;38.01;42.77
75;53.92;49.85
