DataFile;8-2-105-8-12-14-4.txt
Class;8
DataSet;2
n;105
r;8
N_l;12
N_u;14
Rep;4
1;5.92;6.5
2;70.88;92.26
3;21.93;59.23
4;3.56;71.52
5;41.21;24.14
6;29.8;35.64
7;57.52;87.3
8;99.19;29.66
9;97.31;38.68
10;1.36;71.55
11;39.47;18.33
12;20.85;15.32
13;68.13;43.64
14;4.27;82.42
15;33.04;7.64
16;89.14;17.06
17;86.02;87.64
18;8.94;18.14
19;47.77;8.68
20;52.24;26.78
21;65.05;10.64
22;1.83;97.72
23;74.22;59.25
24;5.42;36.31
25;7.9;93.35
26;73.57;25.53
27;68.87;95.07
28;6.14;12.78
29;9.51;13.29
30;17.12;4.28
31;42.83;90.1
32;64.42;8.99
33;10.95;73.2
34;38.24;92.95
35;74.91;15.16
36;14.34;16.02
37;70.32;53.05
38;36.15;18.41
39;70.04;26.07
40;8.27;62.4
41;49.78;57.7
42;4.43;96.44
43;57.17;90.31
44;21.69;4.06
45;65;86.24
46;53.99;37.3
47;63.11;11.64
48;60.99;67.03
49;69.29;43.56
50;94.16;5.83
51;58.45;54.34
52;38.67;78.9
53;56.5;30.45
54;34.15;98.53
55;31.21;2.44
56;0.06;83.5
57;64.18;4.32
58;41.43;94.77
59;25.19;53.14
60;51.57;35.6
61;66.94;19.9
62;22.95;9.07
63;33.77;96.49
64;25.55;73.8
65;18.68;41.83
66;13.04;96.72
67;32.75;94.39
68;56.8;98.58
69;79.55;80.79
70;66.17;74.17
71;27.44;30.22
72;90.36;17.83
73;71.06;77.19
74;38.65;83.95
75;51.85;83.43
76;77.58;54.57
77;25.63;20.81
78;68.05;68.94
79;26.5;46.52
80;52.93;89.86
81;66.2;59.49
82;51.94;21.87
83;96.27;71.51
84;27.14;62.97
85;27.3;43.34
86;36.29;19.8
87;79.17;56.31
88;34.08;61.17
89;42.26;68.28
90;45.57;33.22
91;26.37;92.79
92;89.49;6.73
93;96.03;61.4
94;26.97;81.27
95;15.29;50.69
96;64.71;16.02
97;67.6;91.03
98;24.11;78.62
99;76.96;98.25
100;65.87;45.07
101;97.24;22.18
102;99.9;63.61
103;46.89;32.08
104;54.73;0.25
105;51.91;91.2
