DataFile;3-2-75-10-6-8-3.txt
Class;3
DataSet;2
n;75
r;10
N_l;6
N_u;8
Rep;3
1;79.53;7.54
2;44.91;70.23
3;27.82;19.41
4;74.8;10.65
5;84.26;74.08
6;44.35;36.71
7;80.63;41.82
8;49.13;55.16
9;39.56;94.01
10;18.05;78.61
11;12.83;12.77
12;77.77;42.02
13;71.59;15.33
14;8.82;20.5
15;2.12;59.54
16;72.26;53.89
17;7.88;9.61
18;94.63;38.62
19;96.71;72.27
20;91.44;82.78
21;10.46;10.08
22;8.31;42.25
23;49.22;58.01
24;56.46;63.44
25;44.64;88.35
26;46.62;5.04
27;28.33;87.67
28;95.23;9.83
29;28.21;98.17
30;61.86;3.97
31;34.83;51.15
32;21.01;37.38
33;25.76;88.53
34;3.39;38.65
35;46.02;25.17
36;55.15;64.69
37;66.11;88.22
38;90.52;35.16
39;4.89;16.53
40;28.93;28
41;5.05;65.38
42;61.37;65.47
43;98.9;33.8
44;80.84;55.89
45;35.56;50.61
46;90.29;90.9
47;43.83;95.81
48;62.48;43.29
49;47.17;54.52
50;57.28;53.57
51;78.2;27.65
52;10.44;26
53;97.69;20.9
54;36.29;67.82
55;65.58;0.98
56;98.36;84.51
57;47.12;48.99
58;27.35;69.31
59;98;43.16
60;16.06;92.6
61;55.38;1.72
62;32.36;78.16
63;48.07;28.42
64;42.38;15.16
65;15.37;51.89
66;7.48;87.3
67;77.69;0.19
68;75.72;50.79
69;14.68;64.57
70;6.89;95.72
71;48.92;11.38
72;82.7;5.09
73;26.47;59.1
74;26.41;69.51
75;15.3;67.02
