DataFile;11-2-120-8-14-16-8.txt
Class;11
DataSet;2
n;120
r;8
N_l;14
N_u;16
Rep;8
1;20.42;51.61
2;94.27;93.47
3;40.66;43.62
4;14.58;33.26
5;39.65;15.5
6;96.02;91.41
7;24.95;24.3
8;91.32;89.9
9;31.26;91.27
10;30.2;18.17
11;80.83;24.77
12;87.54;65.85
13;37.98;9.14
14;63.45;47.58
15;23.36;17.19
16;85.88;26.19
17;82.12;32.46
18;7.39;57.24
19;66.62;86.35
20;4.04;61.83
21;20.1;11.39
22;27.17;78.53
23;63.8;46.96
24;82.65;49.32
25;77.52;70.37
26;9.01;48.13
27;8.48;17.19
28;33.17;7.24
29;99.67;13.31
30;50.44;20.78
31;99.45;64.3
32;51.16;32.28
33;3.86;3.81
34;59.77;66.25
35;12.02;40.37
36;12.81;25.38
37;81.83;77.54
38;83.78;73.28
39;83.91;57.69
40;87.76;57.14
41;3.09;92.84
42;21.56;33.76
43;54.61;74.16
44;37.27;40.16
45;52.71;29.84
46;30.92;75.33
47;26.5;43.13
48;80.81;94.49
49;3.27;34.47
50;36.91;19.64
51;63.76;73.38
52;34.16;56.77
53;53.03;58.57
54;9.16;53.16
55;77.65;52.59
56;48.95;0.5
57;12.27;56.7
58;79.74;74.82
59;14.33;4.29
60;1.13;40.73
61;61.8;85.01
62;30.68;12.54
63;90.95;79.09
64;40.38;1.45
65;47.6;28.14
66;78.76;87.08
67;32.1;84.12
68;64.9;27.84
69;35.12;11.85
70;83.56;0.31
71;17.13;80.28
72;59.93;36.8
73;53.1;59.47
74;81.14;34.01
75;72.8;8.74
76;43.66;67.78
77;17.37;0.35
78;68.42;75.85
79;37.49;98.51
80;29.42;5.19
81;5.48;82.44
82;32.69;21.54
83;3.51;94.4
84;82.34;36.36
85;4.17;29.97
86;71.99;71.34
87;29.54;85.78
88;77.82;35.16
89;70.04;65.94
90;20.77;30.07
91;88.91;86.61
92;91.33;77.87
93;43.07;56.38
94;10.65;31.33
95;68.78;77.92
96;50.39;69.04
97;93.94;25.09
98;26.86;37.56
99;10.17;81.61
100;18.52;24.62
101;60.03;8.68
102;92.12;41.31
103;49.08;91.64
104;65.96;95.59
105;74.17;4.53
106;52.47;15.49
107;81.68;33.53
108;4.92;77.43
109;41.18;31.36
110;41.31;28.51
111;69.91;55.08
112;25.93;37.26
113;86.48;14.86
114;20.77;71.04
115;71.26;51.77
116;71.15;2.06
117;55.13;29.02
118;37.4;59.35
119;53.8;15.17
120;93.33;13.54
