DataFile;9-2-105-10-9-11-9.txt
Class;9
DataSet;2
n;105
r;10
N_l;9
N_u;11
Rep;9
1;6.13;83.57
2;76.06;83.52
3;9.34;55.76
4;67.69;56.74
5;59.59;25.14
6;86.46;30.95
7;48.53;93.29
8;27.12;30.5
9;35.92;71.23
10;73.32;70.61
11;20.32;83.57
12;66.08;81.56
13;54.65;57.17
14;3.53;47.87
15;16.47;65.84
16;47.4;56.07
17;63.57;47.65
18;14.02;98.49
19;62.87;93.59
20;29.28;11
21;68.91;61.08
22;93.03;68.48
23;33.15;74.15
24;40.3;39.59
25;9.95;12.2
26;12.72;81.87
27;90.29;93.57
28;23.13;92.38
29;60.32;10.09
30;39.91;30.93
31;37.28;70.75
32;87.74;13.45
33;62.19;91.67
34;87.23;72.02
35;73.41;18.65
36;28.95;79.06
37;6.89;90.93
38;33.88;97.17
39;41.71;82.47
40;75.6;1.58
41;93.05;23.09
42;20.25;57.02
43;85.82;39.59
44;94.95;39.46
45;3.79;51.07
46;60.63;35.73
47;26.19;32.65
48;42.64;18.9
49;44.9;30.8
50;13.75;48.58
51;24.45;57.63
52;69.52;89.94
53;55.69;84.04
54;8.8;2.56
55;24.4;48.02
56;75.63;1.33
57;84.22;90.84
58;1.06;12.23
59;61.38;35.3
60;74.79;70.48
61;6.18;34.13
62;69.57;71.6
63;31.05;67.45
64;41.3;20.8
65;70.53;42.49
66;89.27;0.93
67;57.68;30.17
68;86.89;30.1
69;79.51;85.94
70;79.78;75.94
71;36.39;12.46
72;60.42;69.77
73;80.64;68.75
74;98.62;78.03
75;7.18;21.69
76;66.01;60.11
77;23.86;92.09
78;11.05;16.82
79;37.8;63.68
80;86.92;54.06
81;85.84;61.05
82;80.32;6.14
83;39.01;0.04
84;11.29;81.36
85;84.59;48.89
86;70.59;18.8
87;54.66;70.4
88;92.35;34.23
89;61.29;24.73
90;2.49;99.43
91;13.57;6.66
92;25.25;16.27
93;32.26;70.63
94;26.13;30.7
95;14.29;94.64
96;99.8;98.07
97;28.11;13.92
98;20.81;79.97
99;23.54;8.2
100;57.17;63.7
101;9.38;84.02
102;81.84;42.66
103;59.39;30.29
104;87.17;51.2
105;23.12;77.88
