DataFile;5-2-90-8-10-12-10.txt
Class;5
DataSet;2
n;90
r;8
N_l;10
N_u;12
Rep;10
1;52.46;45.64
2;71.48;63.49
3;70.28;30.55
4;17.32;98.57
5;67.92;85.87
6;86.63;20.46
7;61.39;76.26
8;99.48;79.18
9;88.97;60.74
10;54.98;25.85
11;4.4;98.7
12;5.79;4.1
13;66.89;92.93
14;47.37;60.57
15;62.3;72.3
16;88.97;10.39
17;10.87;21.06
18;62.33;70.47
19;85.65;43.29
20;37.88;35.26
21;86.51;61.09
22;1.67;97.12
23;28.7;16.71
24;87.3;62.43
25;24.55;19.47
26;66.43;57.64
27;91.49;26.97
28;3.79;95.7
29;66.22;65.52
30;1.83;49.76
31;2.72;83.41
32;24.63;50.54
33;19.13;56.09
34;38.89;64.44
35;30.59;78.7
36;81.13;33.65
37;67.05;72.8
38;80.45;26.68
39;18.16;31.67
40;69.48;23.56
41;76.32;62.38
42;42.18;75.69
43;90.89;95.18
44;47.9;10.64
45;77.17;24.76
46;26.74;72.84
47;72.26;50.46
48;32.32;53.32
49;58.37;62.15
50;11.96;53.08
51;92.06;99.49
52;12.95;13.97
53;80.45;6.57
54;94.8;54.96
55;79.13;84.86
56;29.61;59.73
57;46.05;46.15
58;24.32;69.77
59;36.96;48.67
60;13.13;43.7
61;44.11;30.46
62;20.76;16.1
63;21.42;14.03
64;97.05;29.52
65;65.96;74.82
66;69;78.86
67;31.65;91.93
68;3.91;33.15
69;28.43;36.39
70;48;63.99
71;20.47;26.14
72;24.15;72.25
73;87.51;50.11
74;57.55;46.06
75;48.78;91.83
76;99.88;87.94
77;9.44;4.41
78;49.17;67.18
79;12.37;33.55
80;37.21;9.81
81;29;94.97
82;84.78;5.9
83;58.65;58.05
84;49.01;0.34
85;33.25;52.57
86;7.54;40.93
87;29.2;76.99
88;33.4;55.82
89;92.15;84.62
90;31.38;18.28
