DataFile;7-2-105-6-16-18-6.txt
Class;7
DataSet;2
n;105
r;6
N_l;16
N_u;18
Rep;6
1;98.79;72.53
2;15.11;20.96
3;51.95;42.09
4;6.72;84.22
5;52.42;77.24
6;87.12;55.21
7;27.07;79.59
8;82.77;72.93
9;86.87;85.68
10;1.3;20.53
11;80.37;51.08
12;67.42;80.97
13;25.02;56.87
14;61.43;11.1
15;31.85;66.32
16;61.11;84.77
17;8.94;2.8
18;88.93;63.83
19;51.26;80.84
20;36.42;84.27
21;17.45;68.44
22;3.54;81.19
23;99.44;10.71
24;61.43;71.6
25;69.6;27.11
26;50.25;65.33
27;55.99;40.34
28;8.89;68.8
29;48.39;46.42
30;80.29;31.58
31;33.39;4.58
32;44.41;30.9
33;32.11;73.19
34;99.15;71.52
35;75.56;29.37
36;54.03;35.06
37;82.72;88.36
38;53.8;88.92
39;49.42;37.6
40;9.65;9.05
41;4;22.33
42;33.78;1.08
43;49.98;33.49
44;22.71;92.02
45;48.64;7.12
46;90.72;68.14
47;88.94;67.13
48;52.02;27.59
49;45.02;3.61
50;83.76;59.47
51;47.81;68.23
52;64.48;75.45
53;36.2;14.42
54;32.08;29.61
55;94.12;9.74
56;48.18;6.19
57;84.97;26.08
58;0.13;74.45
59;18.55;82.28
60;46.19;93.42
61;61.82;99.51
62;12.61;65.92
63;65.25;78.34
64;51.45;3
65;99.29;78.14
66;18.22;60.22
67;43.25;17.75
68;39.82;31.45
69;49.47;69.31
70;12.34;24.5
71;38.12;94.7
72;47.42;60.94
73;12.6;97.49
74;9.87;85.33
75;87.86;68.69
76;82.25;98.17
77;30.95;92.42
78;65.3;13.14
79;6.35;63.18
80;59.54;54.35
81;60.67;65.57
82;35.12;55.8
83;78.75;34.91
84;58.65;75.67
85;95.55;32.05
86;10.98;58.19
87;63.98;65.95
88;91.44;8.48
89;94.04;76.01
90;9.43;91.35
91;29.14;30.67
92;10.2;8.92
93;21.49;3.58
94;76.59;50.46
95;43.82;18.21
96;16.24;7.07
97;93.86;9.79
98;86.84;12.18
99;2.8;51.58
100;30.5;27.47
101;96.23;74.8
102;13.06;49.58
103;88.36;72.19
104;21.23;67.56
105;46.57;74.22
