DataFile;11-2-120-8-14-16-3.txt
Class;11
DataSet;2
n;120
r;8
N_l;14
N_u;16
Rep;3
1;26.92;33.85
2;79.1;61.06
3;86.06;25.97
4;95.12;3.16
5;4.37;47.56
6;24.62;6.69
7;98.25;21.73
8;47.76;10.79
9;85.16;28.96
10;7.85;5.46
11;35.93;98.4
12;57.95;24.85
13;18.89;67.99
14;70.76;96.91
15;58.62;89.33
16;91.18;44.05
17;39.17;56.16
18;59.79;99.56
19;7.76;49.07
20;21.78;83.55
21;97.38;80.1
22;29.33;98.13
23;85.08;71.26
24;71;32.42
25;96.14;8.77
26;44.19;84.8
27;3.3;75.39
28;40.94;98.7
29;57.51;55.51
30;20.84;96.26
31;50.59;71.55
32;76.2;25.58
33;66.54;79.11
34;7.09;86.24
35;75.33;83.82
36;21.89;38.24
37;40.56;38.34
38;91.96;0.8
39;14.64;32.43
40;61.31;51.78
41;78.04;75.17
42;2.09;95.56
43;21.82;1.59
44;24.47;23.17
45;81.66;40.81
46;67;80.82
47;52.52;86.96
48;17.13;45.22
49;86.44;57.62
50;22.79;63.11
51;71.85;40.7
52;35.55;56.38
53;10.17;56.41
54;39.78;86.83
55;60.95;72.58
56;42.98;42.66
57;77.04;34.27
58;7.86;43.86
59;80.08;66.12
60;11.46;93.76
61;49.92;94.19
62;6.72;91.6
63;12.33;90.44
64;96.45;23.62
65;58.77;12.46
66;13.38;28.49
67;50.04;15.09
68;53.93;92.21
69;44.63;6.83
70;81.21;24.03
71;13.34;69.16
72;81.77;96.14
73;65.88;46.21
74;80.32;85.28
75;12.89;56.91
76;37.68;17.8
77;61.28;45.99
78;77.09;15.07
79;40.63;49.6
80;36.19;32.44
81;93.15;51.26
82;68.35;90.22
83;99.38;20.97
84;43.61;9.53
85;6.28;14.2
86;57.61;85.56
87;12.42;79.34
88;10.46;55.11
89;51.68;34.65
90;79.86;8.66
91;68.09;69.87
92;86.09;52.88
93;13.92;46.41
94;58.08;87.7
95;94.81;88.32
96;45.73;62.77
97;3.91;44.74
98;47.45;50.79
99;98.62;19.71
100;53.56;44.32
101;65.74;9.31
102;75.82;39.65
103;2.24;85.28
104;33.97;7.73
105;93.84;3.54
106;51.54;99.11
107;25.35;77.35
108;90.23;71.03
109;26.81;68.45
110;52.54;41.34
111;51.29;61.44
112;23.39;32.01
113;52.38;9.73
114;9.17;84.32
115;60.07;88.6
116;20.64;82.12
117;71.02;0.64
118;31.63;75.5
119;22.56;88.92
120;36.05;42.13
