DataFile;11-2-120-8-14-16-5.txt
Class;11
DataSet;2
n;120
r;8
N_l;14
N_u;16
Rep;5
1;85.7;90.83
2;29.54;88.86
3;2.73;18.02
4;71.49;93.69
5;95.93;66.9
6;70.96;76.64
7;24.54;54
8;88.32;60.72
9;32.74;3.44
10;60.58;81.16
11;71.43;56.7
12;60.7;8.37
13;91.83;92.51
14;54.79;49.15
15;56.77;76.03
16;27.2;43.5
17;46.37;70.38
18;34.56;75.59
19;53.28;0.66
20;50.94;49.14
21;18.82;97.92
22;3.19;90.22
23;77.42;5.39
24;72.03;8.37
25;3.19;64.83
26;24.01;11.64
27;53.23;8.29
28;69.99;15.38
29;86.54;50.08
30;78.91;88.42
31;51.95;96.81
32;45.65;57.15
33;90.03;6.17
34;2.56;52.71
35;91.28;85.2
36;11.53;46.11
37;34.62;31.49
38;33.74;65.88
39;64.57;8.41
40;82.93;51.55
41;24.68;55.12
42;41.02;19.02
43;94.2;76.94
44;45.43;72.31
45;74.05;4.01
46;41.87;13.21
47;90.6;95.5
48;1.53;39.65
49;15.28;69.38
50;8.15;11.61
51;68.98;43.93
52;28.82;22.59
53;74.49;59.82
54;38.15;36.72
55;36.34;96.51
56;76.98;14.73
57;25.88;45.65
58;24.88;10.69
59;69.25;57.67
60;45.69;64.74
61;1.35;19.91
62;30.56;30.34
63;16.26;54.34
64;63.38;47.31
65;23.39;90.67
66;51.82;8.64
67;68.32;14.1
68;17.55;60.95
69;23.5;14.78
70;86.67;7.07
71;22.88;63.56
72;23.56;32.42
73;1.36;21.27
74;38.18;26.93
75;81.09;59.1
76;27.15;10.15
77;41.49;79.76
78;57.94;24.35
79;14.3;26.08
80;97.91;47.6
81;88.49;75.95
82;41.39;19.89
83;21.36;31.77
84;17.45;22.42
85;98.31;21.29
86;35.99;30.42
87;43.66;46.45
88;29.31;62.72
89;42.63;16.67
90;83.07;79.8
91;40.7;32.8
92;49.67;78.39
93;88.09;94.38
94;51.48;67.85
95;12.89;14.12
96;42.27;88.43
97;23.1;47.07
98;72.11;67.83
99;20.51;47.17
100;31.13;75.36
101;67.39;20.33
102;17.07;67.33
103;95.47;98.24
104;54.78;90.77
105;55.21;21.86
106;71.01;84.51
107;61.46;97.3
108;64.45;83.45
109;58.42;80.61
110;51.64;97.72
111;97.05;1.07
112;88.67;57.1
113;13.86;45.16
114;64.31;36.93
115;22.14;94.31
116;11.14;38.12
117;21.73;87.19
118;54.45;83.52
119;60.78;58.42
120;69.15;16.41
