DataFile;10-2-120-6-19-21-3.txt
Class;10
DataSet;2
n;120
r;6
N_l;19
N_u;21
Rep;3
1;81.11;58.28
2;90.04;63.83
3;10.92;34.87
4;1.77;88.82
5;0.52;88.22
6;49.21;94.52
7;48.53;80.14
8;73.53;98.68
9;47.28;37.51
10;18.62;18.13
11;9.87;39.72
12;48.44;92.01
13;68.45;15.53
14;62.82;58.25
15;99.02;69.03
16;98.71;66.52
17;44.69;35.23
18;15.97;0.73
19;36.64;28.44
20;76.23;82.36
21;97.04;37.36
22;33.4;41.79
23;71.61;79.79
24;11.83;95.07
25;90.39;73.9
26;22.02;53.49
27;23.63;13.91
28;25.06;5.96
29;14.12;62.38
30;16.18;82.95
31;55.6;56.96
32;22.27;72
33;25.39;59.93
34;86.4;0.14
35;39.97;44.98
36;84.34;42.56
37;52.87;6.66
38;6.01;32.77
39;4.09;35.38
40;65.8;63.73
41;80.1;23.73
42;3.08;22.16
43;19.32;98.84
44;54.68;1.94
45;55.18;48.22
46;67.63;67.03
47;75.88;7.03
48;61.36;93.27
49;81.4;93.06
50;31.94;56.96
51;97.87;71.72
52;57.85;14.65
53;88.05;92.41
54;31.7;78.96
55;45.78;29.43
56;77.21;54.34
57;17.99;82.55
58;46.47;60.55
59;35.23;62.45
60;41.37;57.49
61;48.61;50.07
62;8.96;4.03
63;1.35;46.81
64;59.17;90
65;47.26;51.72
66;34.37;87.42
67;51.78;81.45
68;18.66;50.09
69;30.66;89.82
70;95.6;52.54
71;15.75;1.58
72;18.91;37.97
73;72.12;37.39
74;40.96;46.87
75;23.48;64.84
76;93.93;97.53
77;88.91;21.61
78;34.84;56.97
79;92.95;25.52
80;67.94;1.88
81;52.75;37.42
82;26.41;66.91
83;37.65;30.11
84;45;55.83
85;82.44;60.99
86;59.58;40.2
87;52.9;77.72
88;2.46;19.47
89;52.04;3.4
90;19.26;97.7
91;27.21;65.5
92;63.7;65.02
93;40.97;56.76
94;65.46;94
95;67.66;96.69
96;53.97;14.27
97;87.84;54.79
98;50.99;85.61
99;36.56;83.01
100;25.68;68.53
101;82.69;85.78
102;70.77;51.84
103;35.57;5.63
104;4.2;28.76
105;95.2;63.12
106;77.39;29.73
107;95.6;99.54
108;78.1;89.96
109;97.22;10.4
110;6.82;69.51
111;85.55;53.93
112;8.16;78.75
113;4.47;84.32
114;70.11;36.85
115;92.83;27.23
116;14.65;71.31
117;28.54;95.88
118;53.15;76.87
119;68.4;76.52
120;71;1.98
