DataFile;10-2-120-6-19-21-5.txt
Class;10
DataSet;2
n;120
r;6
N_l;19
N_u;21
Rep;5
1;22.23;94.48
2;57.14;29.56
3;49.6;85.23
4;67.28;99.45
5;87.02;47.25
6;63.27;10.35
7;11.14;7.89
8;86.68;3.36
9;66.84;43.46
10;78.01;34.15
11;21.27;25.67
12;63.46;52.56
13;87.79;7.21
14;71.11;41.02
15;20.51;83.35
16;49.78;61.97
17;27.42;42.29
18;52.75;29.44
19;11.32;74.08
20;29.47;62.95
21;66.28;97.23
22;20.15;35.69
23;52.22;39.79
24;54.78;25.02
25;6.03;32.01
26;26.04;15.03
27;21.9;46.06
28;33.52;84.84
29;42.4;87.11
30;66.95;82.14
31;62.37;73.55
32;27.17;40.31
33;8.38;82.02
34;79.29;99.5
35;44.84;18.29
36;35.55;49.35
37;89.01;66.61
38;4.52;51.41
39;98.38;74.42
40;20.92;44.95
41;59.78;68.42
42;96.8;76.57
43;60.21;38.98
44;96.13;56.04
45;9.83;93.83
46;76.99;23.51
47;50.57;77.73
48;43.5;3.55
49;99.44;39.74
50;48.69;70.04
51;52.85;35.44
52;71.19;52.47
53;58.53;42.36
54;67.34;38.21
55;75.52;80.93
56;23.6;58.14
57;92.02;18.35
58;16.23;34.42
59;53.07;4.93
60;22.45;13.98
61;97.14;89.9
62;9.67;12.59
63;20.06;71.23
64;5.41;92.42
65;17.71;60.05
66;82.8;21.86
67;57.16;17.88
68;86.19;73.31
69;1.01;11.87
70;10.82;3.37
71;95.21;42.09
72;22.69;0.31
73;13.48;2.42
74;96.01;37.21
75;24.08;34.96
76;48.16;7.6
77;55.99;8.37
78;30.57;13.13
79;4.21;75.11
80;34.63;49.77
81;7.9;17.86
82;86.08;93.95
83;87.9;1.72
84;61.59;15.91
85;28.96;73.7
86;34.33;56.83
87;10.24;3.66
88;49.64;1.66
89;63.37;1.38
90;65.32;76.27
91;22.27;8.5
92;93.19;82.55
93;87.59;18.43
94;19.59;20.38
95;71.6;47.02
96;55.07;32.47
97;80.15;18.44
98;21.84;8.27
99;80.55;20.82
100;81.35;69.52
101;2.86;61.86
102;31.65;9.45
103;64.42;27.17
104;34.6;38.51
105;0.71;74.16
106;24.97;79.45
107;39.98;21.58
108;0.54;56.25
109;37.69;49.61
110;17.56;98.29
111;27.93;30.5
112;56.01;95.74
113;9.96;44.48
114;30.53;99.34
115;0.97;6.11
116;57.03;39.24
117;2.19;84.65
118;52.11;25.9
119;97.83;86.21
120;17.87;17.35
